Tiempo ,YAW,PITCH,E_YAW,E_PITCH
-0.4,0.0,0.0,0.0,0.0
-0.38,0.0,0.0,0.0,0.0
-0.36,0.0,0.0,0.0,0.0
-0.34,0.0,0.0,0.0,0.0
-0.32,0.0,0.0,0.0,0.0
-0.3,0.0,0.0,0.0,0.0
-0.28,0.0,0.0,0.0,0.0
-0.26,0.0,0.0,0.0,0.0
-0.24,0.0,0.0,0.0,0.0
-0.22,0.0,0.0,0.0,0.0
-0.2,0.0,0.0,0.0,0.0
-0.18,0.0,0.0,0.0,0.0
-0.16,0.0,0.0,0.0,0.0
-0.14,0.0,0.0,0.0,0.0
-0.12,0.0,0.0,0.0,0.0
-0.1,0.0,0.0,0.0,0.0
-0.08,0.0,0.0,0.0,0.0
-0.06,0.0,0.0,0.0,0.0
-0.04,0.0,0.0,0.0,0.0
-0.02,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,18.7
0.06,0.0,0.0,0.0,18.7
0.08,0.0,0.0,0.0,18.7
0.1,0.002,0.0,0.0,18.7
0.12,0.003,0.0,0.0,18.7
0.14,0.005,0.0,0.0,18.7
0.16,0.007,0.0,0.0,18.7
0.18,0.009,0.0,0.0,18.7
0.2,0.01,0.002,0.0,18.7
0.22,0.014,0.002,0.0,18.7
0.24,0.016,0.019,0.0,18.7
0.26,0.017,0.003,0.0,18.7
0.28,0.021,0.005,0.0,18.7
0.3,0.023,0.009,0.0,18.7
0.32,0.026,0.01,0.0,18.7
0.34,0.028,0.016,0.0,18.7
0.36,0.03,0.019,0.0,18.7
0.38,0.033,0.024,0.0,18.7
0.4,0.037,0.03,0.0,18.7
0.42,0.038,0.035,0.0,18.7
0.44,0.042,0.04,0.0,18.7
0.46,0.045,0.044,0.0,18.7
0.48,0.047,0.051,0.0,18.7
0.5,0.051,0.058,0.0,18.7
0.52,0.054,0.065,0.0,18.7
0.54,0.058,0.072,0.0,18.7
0.56,0.059,0.079,0.0,18.7
0.58,0.063,0.086,0.0,18.7
0.6,0.066,0.094,0.0,18.7
0.62,0.07,0.103,0.0,18.7
0.64,0.073,0.112,0.0,18.7
0.66,0.077,0.124,0.0,18.7
0.68,0.08,0.129,0.0,18.7
0.7,0.084,0.138,0.0,18.7
0.72,0.087,0.148,0.0,18.7
0.74,0.091,0.159,0.0,18.7
0.76,0.094,0.168,0.0,18.7
0.78,0.098,0.176,0.0,18.7
0.8,0.101,0.192,0.0,18.7
0.82,0.105,0.197,0.0,18.7
0.84,0.108,0.208,0.0,18.7
0.86,0.112,0.222,0.0,18.7
0.88,0.115,0.236,0.0,18.7
0.9,0.119,0.243,0.0,18.7
0.92,0.122,0.255,0.0,18.7
0.94,0.126,0.265,0.0,18.7
0.96,0.129,0.278,0.0,18.7
0.98,0.133,0.29,0.0,18.7
1.0,0.136,0.302,0.0,18.7
1.02,0.141,0.319,0.0,18.7
1.04,0.145,0.326,0.0,18.7
1.06,0.148,0.346,0.0,18.7
1.08,0.152,0.354,0.0,18.7
1.1,0.155,0.36,0.0,18.7
1.12,0.161,0.374,0.0,18.7
1.14,0.164,0.387,0.0,18.7
1.16,0.168,0.401,0.0,18.7
1.18,0.171,0.414,0.0,18.7
1.2,0.176,0.426,0.0,18.7
1.22,0.18,0.442,0.0,18.7
1.24,0.183,0.457,0.0,18.7
1.26,0.188,0.459,0.0,18.7
1.28,0.192,0.475,0.0,18.7
1.3,0.195,0.494,0.0,18.7
1.32,0.201,0.499,0.0,18.7
1.34,0.204,0.518,0.0,18.7
1.36,0.209,0.524,0.0,18.7
1.38,0.213,0.536,0.0,18.7
1.4,0.218,0.548,0.0,18.7
1.42,0.222,0.56,0.0,18.7
1.44,0.227,0.571,0.0,18.7
1.46,0.23,0.583,0.0,18.7
1.48,0.236,0.595,0.0,18.7
1.5,0.239,0.602,0.0,18.7
1.52,0.244,0.614,0.0,18.7
1.54,0.25,0.628,0.0,18.7
1.56,0.253,0.639,0.0,18.7
1.58,0.258,0.649,0.0,18.7
1.6,0.264,0.66,0.0,18.7
1.62,0.267,0.67,0.0,18.7
1.64,0.272,0.681,0.0,18.7
1.66,0.278,0.689,0.0,18.7
1.68,0.283,0.7,0.0,18.7
1.7,0.288,0.71,0.0,18.7
1.72,0.293,0.719,0.0,18.7
1.74,0.298,0.726,0.0,18.7
1.76,0.304,0.735,0.0,18.7
1.78,0.309,0.745,0.0,18.7
1.8,0.314,0.754,0.0,18.7
1.82,0.319,0.763,0.0,18.7
1.84,0.325,0.771,0.0,18.7
1.86,0.33,0.778,0.0,18.7
1.88,0.335,0.787,0.0,18.7
1.9,0.342,0.792,0.0,18.7
1.92,0.347,0.799,0.0,18.7
1.94,0.353,0.808,0.0,18.7
1.96,0.358,0.815,0.0,18.7
1.98,0.365,0.822,0.0,18.7
2.0,0.37,0.827,0.0,18.7
2.02,0.377,0.834,0.0,18.7
2.04,0.382,0.84,0.0,18.7
2.06,0.389,0.845,0.0,18.7
2.08,0.394,0.848,0.0,18.7
2.1,0.401,0.855,0.0,18.7
2.12,0.408,0.859,0.0,18.7
2.14,0.414,0.862,0.0,18.7
2.16,0.421,0.867,0.0,18.7
2.18,0.428,0.873,0.0,18.7
2.2,0.435,0.874,0.0,18.7
2.22,0.442,0.88,0.0,18.7
2.24,0.449,0.883,0.0,18.7
2.26,0.454,0.885,0.0,18.7
2.28,0.461,0.888,0.0,18.7
2.3,0.468,0.89,0.0,18.7
2.32,0.475,0.894,0.0,18.7
2.34,0.483,0.894,0.0,18.7
2.36,0.49,0.897,0.0,18.7
2.38,0.497,0.899,0.0,18.7
2.4,0.504,0.899,0.0,18.7
2.42,0.511,0.901,0.0,18.7
2.44,0.518,0.902,0.0,18.7
2.46,0.527,0.902,0.0,18.7
2.48,0.534,0.902,0.0,18.7
2.5,0.541,0.902,0.0,18.7
2.52,0.55,0.902,0.0,18.7
2.54,0.557,0.902,0.0,18.7
2.56,0.565,0.904,0.0,18.7
2.58,0.572,0.904,0.0,18.7
2.6,0.581,0.902,0.0,18.7
2.62,0.588,0.901,0.0,18.7
2.64,0.597,0.901,0.0,18.7
2.66,0.604,0.899,0.0,18.7
2.68,0.613,0.897,0.0,18.7
2.7,0.621,0.894,0.0,18.7
2.72,0.628,0.892,0.0,18.7
2.74,0.637,0.892,0.0,18.7
2.76,0.646,0.887,0.0,18.7
2.78,0.653,0.883,0.0,18.7
2.8,0.661,0.881,0.0,18.7
2.82,0.67,0.878,0.0,18.7
2.84,0.679,0.874,0.0,18.7
2.86,0.688,0.871,0.0,18.7
2.88,0.696,0.871,0.0,18.7
2.9,0.703,0.867,0.0,18.7
2.92,0.712,0.862,0.0,18.7
2.94,0.721,0.86,0.0,18.7
2.96,0.73,0.857,0.0,18.7
2.98,0.738,0.852,0.0,18.7
3.0,0.747,0.846,0.0,18.7
3.02,0.756,0.845,0.0,18.7
3.04,0.764,0.84,0.0,18.7
3.06,0.773,0.836,0.0,18.7
3.08,0.784,0.829,0.0,18.7
3.1,0.792,0.826,0.0,18.7
3.12,0.801,0.822,0.0,18.7
3.14,0.81,0.815,0.0,18.7
3.16,0.819,0.812,0.0,18.7
3.18,0.827,0.808,0.0,18.7
3.2,0.838,0.805,0.0,18.7
3.22,0.846,0.799,0.0,18.7
3.24,0.855,0.792,0.0,18.7
3.26,0.866,0.787,0.0,18.7
3.28,0.874,0.782,0.0,18.7
3.3,0.883,0.777,0.0,18.7
3.32,0.894,0.771,0.0,18.7
3.34,0.902,0.77,0.0,18.7
3.36,0.911,0.763,0.0,18.7
3.38,0.922,0.757,0.0,18.7
3.4,0.93,0.749,0.0,18.7
3.42,0.941,0.745,0.0,18.7
3.44,0.951,0.738,0.0,18.7
3.46,0.96,0.735,0.0,18.7
3.48,0.97,0.73,0.0,18.7
3.5,0.979,0.723,0.0,18.7
3.52,0.99,0.717,0.0,18.7
3.54,1.0,0.709,0.0,18.7
3.56,1.009,0.703,0.0,18.7
3.58,1.019,0.698,0.0,18.7
3.6,1.03,0.691,0.0,18.7
3.62,1.04,0.686,0.0,18.7
3.64,1.049,0.681,0.0,18.7
3.66,1.059,0.675,0.0,18.7
3.68,1.07,0.668,0.0,18.7
3.7,1.08,0.663,0.0,18.7
3.72,1.091,0.656,0.0,18.7
3.74,1.101,0.653,0.0,18.7
3.76,1.112,0.644,0.0,18.7
3.78,1.122,0.639,0.0,18.7
3.8,1.133,0.632,0.0,18.7
3.82,1.143,0.628,0.0,18.7
3.84,1.154,0.618,0.0,18.7
3.86,1.164,0.614,0.0,18.7
3.88,1.175,0.609,0.0,18.7
3.9,1.187,0.602,0.0,18.7
3.92,1.197,0.597,0.0,18.7
3.94,1.208,0.59,0.0,18.7
3.96,1.218,0.583,0.0,18.7
3.98,1.23,0.578,0.0,18.7
4.0,1.241,0.571,0.0,18.7
4.02,1.251,0.565,0.0,18.7
4.04,1.264,0.56,0.0,18.7
4.06,1.274,0.555,0.0,18.7
4.08,1.286,0.55,0.0,18.7
4.1,1.297,0.543,0.0,18.7
4.12,1.309,0.536,0.0,18.7
4.14,1.321,0.531,0.0,18.7
4.16,1.332,0.525,0.0,18.7
4.18,1.344,0.518,0.0,18.7
4.2,1.356,0.515,0.0,18.7
4.22,1.367,0.508,0.0,18.7
4.24,1.379,0.503,0.0,18.7
4.26,1.391,0.497,0.0,18.7
4.28,1.403,0.492,0.0,18.7
4.3,1.415,0.49,0.0,18.7
4.32,1.428,0.482,0.0,18.7
4.34,1.44,0.478,0.0,18.7
4.36,1.452,0.473,0.0,18.7
4.38,1.464,0.468,0.0,18.7
4.4,1.477,0.466,0.0,18.7
4.42,1.491,0.461,0.0,18.7
4.44,1.503,0.456,0.0,18.7
4.46,1.515,0.45,0.0,18.7
4.48,1.527,0.449,0.0,18.7
4.5,1.541,0.443,0.0,18.7
4.52,1.553,0.44,0.0,18.7
4.54,1.567,0.436,0.0,18.7
4.56,1.58,0.433,0.0,18.7
4.58,1.593,0.428,0.0,18.7
4.6,1.606,0.426,0.0,18.7
4.62,1.62,0.422,0.0,18.7
4.64,1.632,0.419,0.0,18.7
4.66,1.646,0.415,0.0,18.7
4.68,1.66,0.414,0.0,18.7
4.7,1.674,0.41,0.0,18.7
4.72,1.686,0.408,0.0,18.7
4.74,1.7,0.405,0.0,18.7
4.76,1.714,0.403,0.0,18.7
4.78,1.728,0.4,0.0,18.7
4.8,1.742,0.4,0.0,18.7
4.82,1.756,0.396,0.0,18.7
4.84,1.77,0.394,0.0,18.7
4.86,1.785,0.393,0.0,18.7
4.88,1.799,0.391,0.0,18.7
4.9,1.813,0.389,0.0,18.7
4.92,1.827,0.389,0.0,18.7
4.94,1.841,0.387,0.0,18.7
4.96,1.857,0.387,0.0,18.7
4.98,1.871,0.386,0.0,18.7
5.0,1.887,0.386,0.0,18.7
5.02,1.901,0.384,0.0,18.7
5.04,1.916,0.384,0.0,18.7
5.06,1.93,0.384,0.0,18.7
5.08,1.946,0.384,0.0,18.7
5.1,1.96,0.384,0.0,18.7
5.12,1.976,0.384,0.0,18.7
5.14,1.99,0.384,0.0,18.7
5.16,2.005,0.382,0.0,18.7
5.18,2.021,0.382,0.0,18.7
5.2,2.037,0.384,0.0,18.7
5.22,2.051,0.384,0.0,18.7
5.24,2.066,0.386,0.0,18.7
5.26,2.082,0.386,0.0,18.7
5.28,2.098,0.387,0.0,18.7
5.3,2.114,0.389,0.0,18.7
5.32,2.129,0.391,0.0,18.7
5.34,2.145,0.393,0.0,18.7
5.36,2.161,0.394,0.0,18.7
5.38,2.176,0.396,0.0,18.7
5.4,2.192,0.398,0.0,18.7
5.42,2.208,0.4,0.0,18.7
5.44,2.224,0.403,0.0,18.7
5.46,2.239,0.407,0.0,18.7
5.48,2.257,0.407,0.0,18.7
5.5,2.272,0.41,0.0,18.7
5.52,2.288,0.414,0.0,18.7
5.54,2.304,0.415,0.0,18.7
5.56,2.321,0.417,0.0,18.7
5.58,2.337,0.421,0.0,18.7
5.6,2.353,0.424,0.0,18.7
5.62,2.37,0.424,0.0,18.7
5.64,2.386,0.429,0.0,18.7
5.66,2.403,0.435,0.0,18.7
5.68,2.419,0.435,0.0,18.7
5.7,2.436,0.44,0.0,18.7
5.72,2.452,0.443,0.0,18.7
5.74,2.47,0.449,0.0,18.7
5.76,2.485,0.45,0.0,18.7
5.78,2.503,0.454,0.0,18.7
5.8,2.519,0.457,0.0,18.7
5.82,2.536,0.461,0.0,18.7
5.84,2.552,0.464,0.0,18.7
5.86,2.569,0.469,0.0,18.7
5.88,2.587,0.473,0.0,18.7
5.9,2.602,0.476,0.0,18.7
5.92,2.62,0.482,0.0,18.7
5.94,2.637,0.483,0.0,18.7
5.96,2.655,0.489,0.0,18.7
5.98,2.672,0.492,0.0,18.7
6.0,2.69,0.497,0.0,18.7
6.02,2.705,0.501,0.0,18.7
6.04,2.723,0.506,0.0,18.7
6.06,2.74,0.51,0.0,18.7
6.08,2.758,0.513,0.0,18.7
6.1,2.775,0.518,0.0,18.7
6.12,2.793,0.52,0.0,18.7
6.14,2.81,0.525,0.0,18.7
6.16,2.827,0.529,0.0,18.7
6.18,2.845,0.534,0.0,18.7
6.2,2.862,0.538,0.0,18.7
6.22,2.88,0.541,0.0,18.7
6.24,2.897,0.546,0.0,18.7
6.26,2.915,0.55,0.0,18.7
6.28,2.932,0.553,0.0,18.7
6.3,2.95,0.557,0.0,18.7
6.32,2.969,0.562,0.0,18.7
6.34,2.986,0.565,0.0,18.7
6.36,3.004,0.569,0.0,18.7
6.38,3.021,0.572,0.0,18.7
6.4,3.039,0.574,0.0,18.7
6.42,3.058,0.578,0.0,18.7
6.44,3.075,0.583,0.0,18.7
6.46,3.093,0.583,0.0,18.7
6.48,3.112,0.588,0.0,18.7
6.5,3.129,0.59,0.0,18.7
6.52,3.147,0.595,0.0,18.7
6.54,3.166,0.597,0.0,18.7
6.56,3.183,0.599,0.0,18.7
6.58,3.203,0.602,0.0,18.7
6.6,3.22,0.606,0.0,18.7
6.62,3.239,0.607,0.0,18.7
6.64,3.257,0.611,0.0,18.7
6.66,3.276,0.611,0.0,18.7
6.68,3.293,0.614,0.0,18.7
6.7,3.313,0.618,0.0,18.7
6.72,3.332,0.62,0.0,18.7
6.74,3.349,0.62,0.0,18.7
6.76,3.368,0.623,0.0,18.7
6.78,3.388,0.625,0.0,18.7
6.8,3.405,0.627,0.0,18.7
6.82,3.424,0.627,0.0,18.7
6.84,3.444,0.628,0.0,18.7
6.86,3.463,0.63,0.0,18.7
6.88,3.482,0.632,0.0,18.7
6.9,3.501,0.632,0.0,18.7
6.92,3.519,0.634,0.0,18.7
6.94,3.538,0.634,0.0,18.7
6.96,3.557,0.634,0.0,18.7
6.98,3.576,0.635,0.0,18.7
7.0,3.595,0.635,0.0,18.7
7.02,3.615,0.635,0.0,18.7
7.04,3.634,0.635,0.0,18.7
7.06,3.653,0.637,0.0,18.7
7.08,3.672,0.637,0.0,18.7
7.1,3.691,0.639,0.0,18.7
7.12,3.711,0.639,0.0,18.7
7.14,3.73,0.639,0.0,18.7
7.16,3.751,0.639,0.0,18.7
7.18,3.77,0.639,0.0,18.7
7.2,3.789,0.637,0.0,18.7
7.22,3.808,0.635,0.0,18.7
7.24,3.828,0.635,0.0,18.7
7.26,3.848,0.634,0.0,18.7
7.28,3.868,0.634,0.0,18.7
7.3,3.887,0.632,0.0,18.7
7.32,3.906,0.632,0.0,18.7
7.34,3.925,0.63,0.0,18.7
7.36,3.946,0.63,0.0,18.7
7.38,3.965,0.627,0.0,18.7
7.4,3.985,0.627,0.0,18.7
7.42,4.006,0.625,0.0,18.7
7.44,4.025,0.623,0.0,18.7
7.46,4.044,0.621,0.0,18.7
7.48,4.065,0.621,0.0,18.7
7.5,4.084,0.618,0.0,18.7
7.52,4.105,0.616,0.0,18.7
7.54,4.124,0.616,0.0,18.7
7.56,4.145,0.614,0.0,18.7
7.58,4.164,0.611,0.0,18.7
7.6,4.184,0.609,0.0,18.7
7.62,4.205,0.609,0.0,18.7
7.64,4.224,0.606,0.0,18.7
7.66,4.245,0.604,0.0,18.7
7.68,4.264,0.604,0.0,18.7
7.7,4.285,0.602,0.0,18.7
7.72,4.306,0.6,0.0,18.7
7.74,4.325,0.599,0.0,18.7
7.76,4.346,0.597,0.0,18.7
7.78,4.365,0.593,0.0,18.7
7.8,4.386,0.592,0.0,18.7
7.82,4.405,0.59,0.0,18.7
7.84,4.426,0.588,0.0,18.7
7.86,4.447,0.586,0.0,18.7
7.88,4.466,0.585,0.0,18.7
7.9,4.487,0.583,0.0,18.7
7.92,4.508,0.581,0.0,18.7
7.94,4.529,0.579,0.0,18.7
7.96,4.548,0.576,0.0,18.7
7.98,4.569,0.576,0.0,18.7
8.0,4.59,0.574,0.0,18.7
8.02,4.609,0.572,0.0,18.7
8.04,4.63,0.571,0.0,18.7
8.06,4.651,0.569,0.0,18.7
8.08,4.672,0.567,0.0,18.7
8.1,4.693,0.565,0.0,18.7
8.12,4.712,0.565,0.0,18.7
8.14,4.733,0.562,0.0,18.7
8.16,4.754,0.562,0.0,18.7
8.18,4.775,0.56,0.0,18.7
8.2,4.796,0.559,0.0,18.7
8.22,4.817,0.557,0.0,18.7
8.24,4.836,0.555,0.0,18.7
8.26,4.857,0.555,0.0,18.7
8.28,4.878,0.553,0.0,18.7
8.3,4.899,0.552,0.0,18.7
8.32,4.92,0.552,0.0,18.7
8.34,4.941,0.55,0.0,18.7
8.36,4.962,0.548,0.0,18.7
8.38,4.983,0.548,0.0,18.7
8.4,5.004,0.546,0.0,18.7
8.42,5.025,0.546,0.0,18.7
8.44,5.046,0.545,0.0,18.7
8.46,5.067,0.545,0.0,18.7
8.48,5.088,0.545,0.0,18.7
8.5,5.109,0.543,0.0,18.7
8.52,5.13,0.543,0.0,18.7
8.54,5.152,0.543,0.0,18.7
8.56,5.173,0.543,0.0,18.7
8.58,5.194,0.543,0.0,18.7
8.6,5.215,0.543,0.0,18.7
8.62,5.238,0.541,0.0,18.7
8.64,5.259,0.541,0.0,18.7
8.66,5.28,0.541,0.0,18.7
8.68,5.302,0.541,0.0,18.7
8.7,5.323,0.539,0.0,18.7
8.72,5.344,0.539,0.0,18.7
8.74,5.367,0.539,0.0,18.7
8.76,5.388,0.539,0.0,18.7
8.78,5.409,0.539,0.0,18.7
8.8,5.431,0.539,0.0,18.7
8.82,5.452,0.539,0.0,18.7
8.84,5.475,0.539,0.0,18.7
8.86,5.496,0.541,0.0,18.7
8.88,5.519,0.541,0.0,18.7
8.9,5.54,0.541,0.0,18.7
8.92,5.562,0.541,0.0,18.7
8.94,5.583,0.541,0.0,18.7
8.96,5.606,0.543,0.0,18.7
8.98,5.627,0.543,0.0,18.7
9.0,5.65,0.543,0.0,18.7
9.02,5.671,0.543,0.0,18.7
9.04,5.693,0.545,0.0,18.7
9.06,5.716,0.545,0.0,18.7
9.08,5.737,0.545,0.0,18.7
9.1,5.76,0.546,0.0,18.7
9.12,5.781,0.546,0.0,18.7
9.14,5.803,0.546,0.0,18.7
9.16,5.826,0.546,0.0,18.7
9.18,5.847,0.548,0.0,18.7
9.2,5.87,0.548,0.0,18.7
9.22,5.892,0.548,0.0,18.7
9.24,5.913,0.55,0.0,18.7
9.26,5.936,0.55,0.0,18.7
9.28,5.959,0.55,0.0,18.7
9.3,5.981,0.552,0.0,18.7
9.32,6.002,0.552,0.0,18.7
9.34,6.025,0.552,0.0,18.7
9.36,6.048,0.552,0.0,18.7
9.38,6.07,0.553,0.0,18.7
9.4,6.091,0.553,0.0,18.7
9.42,6.114,0.553,0.0,18.7
9.44,6.137,0.553,0.0,18.7
9.46,6.159,0.553,0.0,18.7
9.48,6.182,0.555,0.0,18.7
9.5,6.203,0.555,0.0,18.7
9.52,6.226,0.555,0.0,18.7
9.54,6.248,0.555,0.0,18.7
9.56,6.271,0.555,0.0,18.7
9.58,6.294,0.555,0.0,18.7
9.6,6.316,0.555,0.0,18.7
9.62,6.339,0.555,0.0,18.7
9.64,6.362,0.555,0.0,18.7
9.66,6.383,0.555,0.0,18.7
9.68,6.405,0.557,0.0,18.7
9.7,6.428,0.557,0.0,18.7
9.72,6.451,0.557,0.0,18.7
9.74,6.473,0.557,0.0,18.7
9.76,6.496,0.557,0.0,18.7
9.78,6.519,0.559,0.0,18.7
9.8,6.541,0.559,0.0,18.7
9.82,6.564,0.559,0.0,18.7
9.84,6.587,0.559,0.0,18.7
9.86,6.611,0.559,0.0,18.7
9.88,6.634,0.559,0.0,18.7
9.9,6.657,0.559,0.0,18.7
9.92,6.679,0.559,0.0,18.7
9.94,6.702,0.559,0.0,18.7
9.96,6.725,0.559,0.0,18.7
9.98,6.747,0.559,0.0,18.7
10.0,6.77,0.559,0.0,18.7
10.02,6.795,0.559,0.0,18.7
10.04,6.817,0.557,0.0,18.7
10.06,6.84,0.557,0.0,18.7
10.08,6.863,0.557,0.0,18.7
10.1,6.887,0.557,0.0,18.7
10.12,6.91,0.557,0.0,18.7
10.14,6.932,0.557,0.0,18.7
10.16,6.955,0.557,0.0,18.7
10.18,6.98,0.557,0.0,18.7
10.2,7.002,0.557,0.0,18.7
10.22,7.027,0.557,0.0,18.7
10.24,7.049,0.557,0.0,18.7
10.26,7.072,0.557,0.0,18.7
10.28,7.097,0.557,0.0,18.7
10.3,7.119,0.557,0.0,18.7
