Tiempo ,YAW,PITCH,E_YAW,E_PITCH
20.3,11.737,0.557,0.0,18.513
20.32,11.736,0.559,0.0,18.5
20.34,11.734,0.559,0.0,18.487
20.36,11.734,0.559,0.0,18.473
20.38,11.732,0.559,0.0,18.46
20.4,11.73,0.559,0.0,18.447
20.42,11.729,0.559,0.0,18.433
20.44,11.729,0.56,0.0,18.42
20.46,11.727,0.56,0.0,18.407
20.48,11.727,0.56,0.0,18.393
20.5,11.727,0.56,0.0,18.38
20.52,11.727,0.56,0.0,18.367
20.54,11.727,0.562,0.0,18.353
20.56,11.727,0.562,0.0,18.34
20.58,11.727,0.562,0.0,18.327
20.6,11.727,0.562,0.0,18.313
20.62,11.727,0.562,0.0,18.3
20.64,11.727,0.562,0.0,18.287
20.66,11.729,0.562,0.0,18.273
20.68,11.729,0.562,0.0,18.26
20.7,11.73,0.564,0.0,18.247
20.72,11.73,0.564,0.0,18.233
20.74,11.732,0.564,0.0,18.22
20.76,11.734,0.564,0.0,18.207
20.78,11.736,0.564,0.0,18.193
20.8,11.736,0.564,0.0,18.18
20.82,11.737,0.564,0.0,18.167
20.84,11.739,0.564,0.0,18.153
20.86,11.741,0.564,0.0,18.14
20.88,11.743,0.564,0.0,18.127
20.9,11.744,0.564,0.0,18.113
20.92,11.746,0.564,0.0,18.1
20.94,11.748,0.564,0.0,18.087
20.96,11.748,0.564,0.0,18.073
20.98,11.751,0.564,0.0,18.06
21.0,11.751,0.564,0.0,18.047
21.02,11.755,0.564,0.0,18.033
21.04,11.757,0.564,0.0,18.02
21.06,11.758,0.564,0.0,18.007
21.08,11.76,0.564,0.0,17.993
21.1,11.762,0.565,0.0,17.98
21.12,11.764,0.565,0.0,17.967
21.14,11.765,0.565,0.0,17.953
21.16,11.769,0.565,0.0,17.94
21.18,11.771,0.565,0.0,17.927
21.2,11.772,0.564,0.0,17.913
21.22,11.774,0.564,0.0,17.9
21.24,11.777,0.564,0.0,17.887
21.26,11.779,0.564,0.0,17.873
21.28,11.781,0.562,0.0,17.86
21.3,11.784,0.562,0.0,17.847
21.32,11.786,0.562,0.0,17.833
21.34,11.79,0.56,0.0,17.82
21.36,11.791,0.56,0.0,17.807
21.38,11.795,0.56,0.0,17.793
21.4,11.797,0.559,0.0,17.78
21.42,11.798,0.559,0.0,17.767
21.44,11.802,0.559,0.0,17.753
21.46,11.805,0.557,0.0,17.74
21.48,11.807,0.557,0.0,17.727
21.5,11.811,0.557,0.0,17.713
21.52,11.812,0.555,0.0,17.7
21.54,11.816,0.555,0.0,17.687
21.56,11.819,0.553,0.0,17.673
21.58,11.821,0.553,0.0,17.66
21.6,11.825,0.553,0.0,17.647
21.62,11.828,0.552,0.0,17.633
21.64,11.832,0.55,0.0,17.62
21.66,11.833,0.55,0.0,17.607
21.68,11.837,0.55,0.0,17.593
21.7,11.84,0.548,0.0,17.58
21.72,11.844,0.546,0.0,17.567
21.74,11.847,0.546,0.0,17.553
21.76,11.849,0.546,0.0,17.54
21.78,11.853,0.545,0.0,17.527
21.8,11.856,0.545,0.0,17.513
21.82,11.86,0.543,0.0,17.5
21.84,11.863,0.543,0.0,17.487
21.86,11.866,0.541,0.0,17.473
21.88,11.87,0.541,0.0,17.46
21.9,11.873,0.539,0.0,17.447
21.92,11.877,0.539,0.0,17.433
21.94,11.88,0.538,0.0,17.42
21.96,11.886,0.536,0.0,17.407
21.98,11.889,0.536,0.0,17.393
22.0,11.893,0.534,0.0,17.38
22.02,11.896,0.534,0.0,17.367
22.04,11.901,0.532,0.0,17.353
22.06,11.905,0.531,0.0,17.34
22.08,11.908,0.529,0.0,17.327
22.1,11.912,0.529,0.0,17.313
22.12,11.917,0.527,0.0,17.3
22.14,11.921,0.527,0.0,17.287
22.16,11.926,0.525,0.0,17.273
22.18,11.929,0.524,0.0,17.26
22.2,11.935,0.522,0.0,17.247
22.22,11.938,0.522,0.0,17.233
22.24,11.943,0.52,0.0,17.22
22.26,11.947,0.518,0.0,17.207
22.28,11.952,0.517,0.0,17.193
22.3,11.956,0.517,0.0,17.18
22.32,11.961,0.515,0.0,17.167
22.34,11.966,0.513,0.0,17.153
22.36,11.969,0.511,0.0,17.14
22.38,11.975,0.51,0.0,17.127
22.4,11.98,0.51,0.0,17.113
22.42,11.985,0.506,0.0,17.1
22.44,11.989,0.506,0.0,17.087
22.46,11.994,0.504,0.0,17.073
22.48,11.999,0.503,0.0,17.06
22.5,12.004,0.501,0.0,17.047
22.52,12.01,0.499,0.0,17.033
22.54,12.015,0.497,0.0,17.02
22.56,12.02,0.496,0.0,17.007
22.58,12.025,0.494,0.0,16.993
22.6,12.031,0.492,0.0,16.98
22.62,12.036,0.489,0.0,16.967
22.64,12.041,0.489,0.0,16.953
22.66,12.046,0.485,0.0,16.94
22.68,12.052,0.485,0.0,16.927
22.7,12.058,0.482,0.0,16.913
22.72,12.064,0.48,0.0,16.9
22.74,12.069,0.478,0.0,16.887
22.76,12.074,0.475,0.0,16.873
22.78,12.081,0.475,0.0,16.86
22.8,12.086,0.471,0.0,16.847
22.82,12.092,0.469,0.0,16.833
22.84,12.099,0.468,0.0,16.82
22.86,12.104,0.466,0.0,16.807
22.88,12.111,0.463,0.0,16.793
22.9,12.116,0.459,0.0,16.78
22.92,12.123,0.459,0.0,16.767
22.94,12.128,0.456,0.0,16.753
22.96,12.135,0.452,0.0,16.74
22.98,12.141,0.45,0.0,16.727
23.0,12.147,0.449,0.0,16.713
23.02,12.154,0.447,0.0,16.7
23.04,12.16,0.442,0.0,16.687
23.06,12.167,0.442,0.0,16.673
23.08,12.174,0.438,0.0,16.66
23.1,12.179,0.436,0.0,16.647
23.12,12.186,0.433,0.0,16.633
23.14,12.193,0.431,0.0,16.62
23.16,12.2,0.426,0.0,16.607
23.18,12.207,0.422,0.0,16.593
23.2,12.214,0.422,0.0,16.58
23.22,12.221,0.419,0.0,16.567
23.24,12.228,0.415,0.0,16.553
23.26,12.235,0.412,0.0,16.54
23.28,12.242,0.408,0.0,16.527
23.3,12.249,0.405,0.0,16.513
23.32,12.256,0.403,0.0,16.5
23.34,12.263,0.4,0.0,16.487
23.36,12.27,0.396,0.0,16.473
23.38,12.277,0.393,0.0,16.46
23.4,12.285,0.389,0.0,16.447
23.42,12.292,0.386,0.0,16.433
23.44,12.299,0.382,0.0,16.42
23.46,12.306,0.382,0.0,16.407
23.48,12.315,0.379,0.0,16.393
23.5,12.322,0.374,0.0,16.38
23.52,12.331,0.37,0.0,16.367
23.54,12.338,0.367,0.0,16.353
23.56,12.345,0.363,0.0,16.34
23.58,12.353,0.361,0.0,16.327
23.6,12.36,0.358,0.0,16.313
23.62,12.369,0.354,0.0,16.3
23.64,12.376,0.349,0.0,16.287
23.66,12.385,0.346,0.0,16.273
23.68,12.392,0.346,0.0,16.26
23.7,12.401,0.34,0.0,16.247
23.72,12.409,0.337,0.0,16.233
23.74,12.418,0.332,0.0,16.22
23.76,12.425,0.328,0.0,16.207
23.78,12.434,0.325,0.0,16.193
23.8,12.442,0.323,0.0,16.18
23.82,12.449,0.319,0.0,16.167
23.84,12.458,0.314,0.0,16.153
23.86,12.467,0.311,0.0,16.14
23.88,12.476,0.307,0.0,16.127
23.9,12.484,0.304,0.0,16.113
23.92,12.493,0.3,0.0,16.1
23.94,12.502,0.297,0.0,16.087
23.96,12.511,0.295,0.0,16.073
23.98,12.518,0.29,0.0,16.06
24.0,12.526,0.286,0.0,16.047
24.02,12.535,0.283,0.0,16.033
24.04,12.544,0.281,0.0,16.02
24.06,12.554,0.278,0.0,16.007
24.08,12.561,0.274,0.0,15.993
24.1,12.572,0.271,0.0,15.98
24.12,12.58,0.267,0.0,15.967
24.14,12.589,0.264,0.0,15.953
24.16,12.598,0.262,0.0,15.94
24.18,12.607,0.258,0.0,15.927
24.2,12.615,0.255,0.0,15.913
24.22,12.624,0.251,0.0,15.9
24.24,12.634,0.248,0.0,15.887
24.26,12.643,0.246,0.0,15.873
24.28,12.652,0.243,0.0,15.86
24.3,12.661,0.239,0.0,15.847
24.32,12.671,0.237,0.0,15.833
24.34,12.68,0.234,0.0,15.82
24.36,12.689,0.232,0.0,15.807
24.38,12.699,0.229,0.0,15.793
24.4,12.708,0.227,0.0,15.78
24.42,12.716,0.223,0.0,15.767
24.44,12.727,0.223,0.0,15.753
24.46,12.736,0.22,0.0,15.74
24.48,12.746,0.216,0.0,15.727
24.5,12.755,0.215,0.0,15.713
24.52,12.765,0.211,0.0,15.7
24.54,12.774,0.209,0.0,15.687
24.56,12.785,0.208,0.0,15.673
24.58,12.793,0.204,0.0,15.66
24.6,12.804,0.202,0.0,15.647
24.62,12.812,0.201,0.0,15.633
24.64,12.823,0.199,0.0,15.62
24.66,12.833,0.197,0.0,15.607
24.68,12.842,0.195,0.0,15.593
24.7,12.853,0.194,0.0,15.58
24.72,12.863,0.194,0.0,15.567
24.74,12.874,0.19,0.0,15.553
24.76,12.882,0.188,0.0,15.54
24.78,12.893,0.188,0.0,15.527
24.8,12.903,0.187,0.0,15.513
24.82,12.914,0.185,0.0,15.5
24.84,12.922,0.183,0.0,15.487
24.86,12.933,0.183,0.0,15.473
24.88,12.943,0.182,0.0,15.46
24.9,12.954,0.18,0.0,15.447
24.92,12.964,0.18,0.0,15.433
24.94,12.975,0.178,0.0,15.42
24.96,12.985,0.178,0.0,15.407
24.98,12.996,0.178,0.0,15.393
25.0,13.006,0.176,0.0,15.38
25.02,13.017,0.176,0.0,15.367
25.04,13.027,0.176,0.0,15.353
25.06,13.038,0.175,0.0,15.34
25.08,13.048,0.175,0.0,15.327
25.1,13.059,0.175,0.0,15.313
25.12,13.069,0.175,0.0,15.3
25.14,13.081,0.175,0.0,15.287
25.16,13.092,0.175,0.0,15.273
25.18,13.102,0.175,0.0,15.26
25.2,13.113,0.175,0.0,15.247
25.22,13.123,0.175,0.0,15.233
25.24,13.134,0.175,0.0,15.22
25.26,13.146,0.175,0.0,15.207
25.28,13.156,0.173,0.0,15.193
25.3,13.167,0.173,0.0,15.18
25.32,13.179,0.173,0.0,15.167
25.34,13.189,0.175,0.0,15.153
25.36,13.2,0.175,0.0,15.14
25.38,13.21,0.175,0.0,15.127
25.4,13.223,0.176,0.0,15.113
25.42,13.233,0.176,0.0,15.1
25.44,13.245,0.178,0.0,15.087
25.46,13.256,0.178,0.0,15.073
25.48,13.266,0.18,0.0,15.06
25.5,13.278,0.18,0.0,15.047
25.52,13.289,0.182,0.0,15.033
25.54,13.301,0.182,0.0,15.02
25.56,13.312,0.183,0.0,15.007
25.58,13.324,0.183,0.0,14.993
25.6,13.334,0.185,0.0,14.98
25.62,13.347,0.187,0.0,14.967
25.64,13.357,0.187,0.0,14.953
25.66,13.369,0.188,0.0,14.94
25.68,13.38,0.19,0.0,14.927
25.7,13.392,0.192,0.0,14.913
25.72,13.404,0.192,0.0,14.9
25.74,13.415,0.194,0.0,14.887
25.76,13.427,0.195,0.0,14.873
25.78,13.437,0.195,0.0,14.86
25.8,13.45,0.197,0.0,14.847
25.82,13.462,0.199,0.0,14.833
25.84,13.472,0.199,0.0,14.82
25.86,13.484,0.201,0.0,14.807
25.88,13.497,0.202,0.0,14.793
25.9,13.507,0.202,0.0,14.78
25.92,13.519,0.204,0.0,14.767
25.94,13.532,0.206,0.0,14.753
25.96,13.542,0.206,0.0,14.74
25.98,13.554,0.208,0.0,14.727
26.0,13.566,0.208,0.0,14.713
26.02,13.579,0.209,0.0,14.7
26.04,13.589,0.211,0.0,14.687
26.06,13.601,0.211,0.0,14.673
26.08,13.614,0.211,0.0,14.66
26.1,13.626,0.213,0.0,14.647
26.12,13.636,0.213,0.0,14.633
26.14,13.648,0.215,0.0,14.62
26.16,13.661,0.215,0.0,14.607
26.18,13.673,0.215,0.0,14.593
26.2,13.685,0.216,0.0,14.58
26.22,13.697,0.216,0.0,14.567
26.24,13.71,0.216,0.0,14.553
26.26,13.72,0.216,0.0,14.54
26.28,13.732,0.218,0.0,14.527
26.3,13.744,0.218,0.0,14.513
26.32,13.757,0.218,0.0,14.5
26.34,13.769,0.218,0.0,14.487
26.36,13.781,0.218,0.0,14.473
26.38,13.793,0.218,0.0,14.46
26.4,13.806,0.218,0.0,14.447
26.42,13.818,0.218,0.0,14.433
26.44,13.83,0.218,0.0,14.42
26.46,13.842,0.218,0.0,14.407
26.48,13.854,0.218,0.0,14.393
26.5,13.868,0.218,0.0,14.38
26.52,13.881,0.218,0.0,14.367
26.54,13.893,0.218,0.0,14.353
26.56,13.905,0.22,0.0,14.34
26.58,13.917,0.22,0.0,14.327
26.6,13.929,0.22,0.0,14.313
26.62,13.943,0.218,0.0,14.3
26.64,13.956,0.218,0.0,14.287
26.66,13.968,0.218,0.0,14.273
26.68,13.98,0.216,0.0,14.26
26.7,13.994,0.216,0.0,14.247
26.72,14.006,0.216,0.0,14.233
26.74,14.018,0.215,0.0,14.22
26.76,14.032,0.215,0.0,14.207
26.78,14.045,0.215,0.0,14.193
26.8,14.057,0.213,0.0,14.18
26.82,14.071,0.213,0.0,14.167
26.84,14.083,0.211,0.0,14.153
26.86,14.097,0.209,0.0,14.14
26.88,14.109,0.209,0.0,14.127
26.9,14.121,0.209,0.0,14.113
26.92,14.135,0.208,0.0,14.1
26.94,14.148,0.206,0.0,14.087
26.96,14.162,0.204,0.0,14.073
26.98,14.176,0.204,0.0,14.06
27.0,14.188,0.202,0.0,14.047
27.02,14.202,0.202,0.0,14.033
27.04,14.214,0.201,0.0,14.02
27.06,14.228,0.201,0.0,14.007
27.08,14.24,0.199,0.0,13.993
27.1,14.254,0.197,0.0,13.98
27.12,14.268,0.197,0.0,13.967
27.14,14.282,0.195,0.0,13.953
27.16,14.294,0.194,0.0,13.94
27.18,14.308,0.194,0.0,13.927
27.2,14.322,0.192,0.0,13.913
27.22,14.336,0.192,0.0,13.9
27.24,14.348,0.19,0.0,13.887
27.26,14.362,0.19,0.0,13.873
27.28,14.376,0.188,0.0,13.86
27.3,14.39,0.187,0.0,13.847
27.32,14.404,0.187,0.0,13.833
27.34,14.418,0.187,0.0,13.82
27.36,14.432,0.185,0.0,13.807
27.38,14.446,0.185,0.0,13.793
27.4,14.46,0.183,0.0,13.78
27.42,14.474,0.183,0.0,13.767
27.44,14.488,0.182,0.0,13.753
27.46,14.502,0.182,0.0,13.74
27.48,14.516,0.18,0.0,13.727
27.5,14.53,0.18,0.0,13.713
27.52,14.546,0.18,0.0,13.7
27.54,14.56,0.178,0.0,13.687
27.56,14.574,0.178,0.0,13.673
27.58,14.587,0.176,0.0,13.66
27.6,14.603,0.176,0.0,13.647
27.62,14.617,0.176,0.0,13.633
27.64,14.631,0.175,0.0,13.62
27.66,14.647,0.175,0.0,13.607
27.68,14.661,0.173,0.0,13.593
27.7,14.676,0.173,0.0,13.58
27.72,14.69,0.173,0.0,13.567
27.74,14.706,0.171,0.0,13.553
27.76,14.72,0.171,0.0,13.54
27.78,14.736,0.169,0.0,13.527
27.8,14.752,0.169,0.0,13.513
27.82,14.765,0.169,0.0,13.5
27.84,14.781,0.168,0.0,13.487
27.86,14.797,0.168,0.0,13.473
27.88,14.811,0.168,0.0,13.46
27.9,14.827,0.166,0.0,13.447
27.92,14.842,0.166,0.0,13.433
27.94,14.858,0.166,0.0,13.42
27.96,14.874,0.164,0.0,13.407
27.98,14.888,0.164,0.0,13.393
28.0,14.903,0.162,0.0,13.38
28.02,14.919,0.162,0.0,13.367
28.04,14.935,0.162,0.0,13.353
28.06,14.95,0.161,0.0,13.34
28.08,14.966,0.161,0.0,13.327
28.1,14.982,0.161,0.0,13.313
28.12,14.998,0.161,0.0,13.3
28.14,15.013,0.159,0.0,13.287
28.16,15.029,0.159,0.0,13.273
28.18,15.046,0.159,0.0,13.26
28.2,15.062,0.159,0.0,13.247
28.22,15.078,0.159,0.0,13.233
28.24,15.094,0.157,0.0,13.22
28.26,15.109,0.157,0.0,13.207
28.28,15.127,0.157,0.0,13.193
28.3,15.142,0.157,0.0,13.18
28.32,15.158,0.157,0.0,13.167
28.34,15.174,0.155,0.0,13.153
28.36,15.191,0.155,0.0,13.14
28.38,15.207,0.155,0.0,13.127
28.4,15.223,0.155,0.0,13.113
28.42,15.24,0.155,0.0,13.1
28.44,15.256,0.155,0.0,13.087
28.46,15.273,0.155,0.0,13.073
28.48,15.289,0.155,0.0,13.06
28.5,15.305,0.155,0.0,13.047
28.52,15.322,0.155,0.0,13.033
28.54,15.338,0.155,0.0,13.02
28.56,15.355,0.155,0.0,13.007
28.58,15.371,0.155,0.0,12.993
28.6,15.389,0.155,0.0,12.98
28.62,15.404,0.155,0.0,12.967
28.64,15.422,0.155,0.0,12.953
28.66,15.437,0.155,0.0,12.94
28.68,15.455,0.155,0.0,12.927
28.7,15.471,0.155,0.0,12.913
28.72,15.488,0.155,0.0,12.9
28.74,15.504,0.155,0.0,12.887
28.76,15.521,0.155,0.0,12.873
28.78,15.539,0.155,0.0,12.86
28.8,15.554,0.154,0.0,12.847
28.82,15.572,0.154,0.0,12.833
28.84,15.588,0.154,0.0,12.82
28.86,15.605,0.154,0.0,12.807
28.88,15.622,0.154,0.0,12.793
28.9,15.638,0.154,0.0,12.78
28.92,15.656,0.154,0.0,12.767
28.94,15.673,0.155,0.0,12.753
28.96,15.689,0.155,0.0,12.74
28.98,15.706,0.155,0.0,12.727
29.0,15.724,0.155,0.0,12.713
29.02,15.739,0.155,0.0,12.7
29.04,15.757,0.157,0.0,12.687
29.06,15.774,0.157,0.0,12.673
29.08,15.792,0.157,0.0,12.66
29.1,15.807,0.157,0.0,12.647
29.12,15.825,0.157,0.0,12.633
29.14,15.842,0.159,0.0,12.62
29.16,15.86,0.159,0.0,12.607
29.18,15.876,0.159,0.0,12.593
29.2,15.893,0.159,0.0,12.58
29.22,15.91,0.159,0.0,12.567
29.24,15.928,0.161,0.0,12.553
29.26,15.945,0.161,0.0,12.54
29.28,15.963,0.161,0.0,12.527
29.3,15.98,0.161,0.0,12.513
29.32,15.996,0.161,0.0,12.5
29.34,16.013,0.161,0.0,12.487
29.36,16.031,0.161,0.0,12.473
29.38,16.048,0.162,0.0,12.46
29.4,16.066,0.162,0.0,12.447
29.42,16.083,0.162,0.0,12.433
29.44,16.101,0.162,0.0,12.42
29.46,16.118,0.162,0.0,12.407
29.48,16.136,0.162,0.0,12.393
29.5,16.153,0.162,0.0,12.38
29.52,16.17,0.162,0.0,12.367
29.54,16.188,0.162,0.0,12.353
29.56,16.204,0.162,0.0,12.34
29.58,16.223,0.162,0.0,12.327
29.6,16.239,0.162,0.0,12.313
29.62,16.256,0.162,0.0,12.3
29.64,16.273,0.162,0.0,12.287
29.66,16.291,0.162,0.0,12.273
29.68,16.308,0.162,0.0,12.26
