Tiempo ,CORRIENT,VELOCIDA,ENTRADA
  2.935, 0.020, 0.020, 0.000
  2.940, 0.020, 0.022, 0.000
  2.945, 0.020, 0.022, 0.000
  2.950, 0.020, 0.022, 0.000
  2.955, 0.019, 0.022, 0.000
  2.960, 0.020, 0.020, 0.000
  2.965, 0.020, 0.020, 0.000
  2.970, 0.020, 0.022, 0.000
  2.975, 0.020, 0.020, 0.000
  2.980, 0.020, 0.022, 0.000
  2.985, 0.020, 0.022, 0.000
  2.990, 0.020, 0.025, 0.000
  2.995, 0.020, 0.022, 0.000
  3.000, 0.020, 0.025, 0.000
  3.005, 0.020, 0.025, 0.000
  3.010, 0.020, 0.022, 0.000
  3.015, 0.019, 0.022, 0.000
  3.020, 0.020, 0.022, 0.000
  3.025, 0.020, 0.022, 0.000
  3.030, 0.020, 0.022, 0.000
  3.035, 0.019, 0.022, 0.000
  3.040, 0.020, 0.022, 0.000
  3.045, 0.020, 0.022, 0.000
  3.050, 0.020, 0.022, 0.000
  3.055, 0.020, 0.025, 0.000
  3.060, 0.020, 0.025, 0.000
  3.065, 0.020, 0.022, 0.000
  3.070, 0.020, 0.025, 0.000
  3.075, 0.020, 0.022, 0.000
  3.080, 0.020, 0.022, 0.000
  3.085, 0.020, 0.020, 0.000
  3.090, 0.020, 0.025, 0.000
  3.095, 0.020, 0.025, 0.000
  3.100, 0.020, 0.025, 0.000
  3.105, 0.020, 0.027, 0.000
  3.110, 0.020, 0.025, 0.000
  3.115, 0.020, 0.025, 0.000
  3.120, 0.020, 0.025, 0.000
  3.125, 0.020, 0.025, 0.000
  3.130, 0.020, 0.022, 0.000
  3.135, 0.020, 0.025, 0.000
  3.140, 0.020, 0.022, 0.000
  3.145, 0.021, 0.022, 0.000
  3.150, 0.020, 0.025, 0.000
  3.155, 0.021, 0.025, 0.000
  3.160, 0.020, 0.022, 0.000
  3.165, 0.020, 0.025, 0.000
  3.170, 0.020, 0.025, 0.000
  3.175, 0.020, 0.027, 0.000
  3.180, 0.019, 0.025, 0.000
  3.185, 0.019, 0.025, 0.000
  3.190, 0.020, 0.025, 0.000
  3.195, 0.020, 0.027, 0.000
  3.200, 0.020, 0.027, 0.000
  3.205, 0.021, 0.027, 0.000
  3.210, 0.020, 0.025, 0.000
  3.215, 0.019, 0.027, 0.000
  3.220, 0.020, 0.027, 0.000
  3.225, 0.020, 0.027, 0.000
  3.230, 0.019, 0.025, 0.000
  3.235, 0.019, 0.027, 0.000
  3.240, 0.020, 0.025, 0.000
  3.245, 0.020, 0.025, 0.000
  3.250, 0.020, 0.027, 0.000
  3.255, 0.019, 0.027, 0.000
  3.260, 0.020, 0.025, 0.000
  3.265, 0.019, 0.027, 0.000
  3.270, 0.020, 0.030, 0.000
  3.275, 0.020, 0.027, 0.000
  3.280, 0.020, 0.030, 0.000
  3.285, 0.019, 0.027, 0.000
  3.290, 0.020, 0.027, 0.000
  3.295, 0.020, 0.027, 0.000
  3.300, 0.020, 0.027, 0.000
  3.305, 0.020, 0.027, 0.000
  3.310, 0.020, 0.030, 0.000
  3.315, 0.020, 0.027, 0.000
  3.320, 0.020, 0.030, 0.000
  3.325, 0.020, 0.030, 0.000
  3.330, 0.020, 0.032, 0.000
  3.335, 0.019, 0.027, 0.000
  3.340, 0.020, 0.030, 0.000
  3.345, 0.019, 0.027, 0.000
  3.350, 0.020, 0.030, 0.000
  3.355, 0.020, 0.025, 0.000
  3.360, 0.020, 0.030, 0.000
  3.365, 0.020, 0.030, 0.000
  3.370, 0.020, 0.030, 0.000
  3.375, 0.020, 0.030, 0.000
  3.380, 0.020, 0.030, 0.000
  3.385, 0.019, 0.030, 0.000
  3.390, 0.020, 0.027, 0.000
  3.395, 0.020, 0.027, 0.000
  3.400, 0.020, 0.030, 0.000
  3.405, 0.020, 0.030, 0.000
  3.410, 0.020, 0.027, 0.000
  3.415, 0.020, 0.030, 0.000
  3.420, 0.020, 0.030, 0.000
  3.425, 0.020, 0.030, 0.000
  3.430, 0.020, 0.027, 0.000
  3.435, 0.019, 0.032, 0.000
  3.440, 0.020, 0.030, 0.000
  3.445, 0.020, 0.032, 0.000
  3.450, 0.019, 0.030, 0.000
  3.455, 0.020, 0.030, 0.000
  3.460, 0.020, 0.030, 0.000
  3.465, 0.020, 0.030, 0.000
  3.470, 0.020, 0.027, 0.000
  3.475, 0.020, 0.032, 0.000
  3.480, 0.020, 0.030, 0.000
  3.485, 0.021, 0.030, 0.000
  3.490, 0.020, 0.030, 0.000
  3.495, 0.020, 0.032, 0.000
  3.500, 0.019, 0.030, 0.000
  3.505, 0.020, 0.030, 0.000
  3.510, 0.019, 0.030, 0.000
  3.515, 0.020, 0.032, 0.000
  3.520, 0.020, 0.027, 0.000
  3.525, 0.020, 0.030, 0.000
  3.530, 0.020, 0.030, 0.000
  3.535, 0.021, 0.032, 0.000
  3.540, 0.020, 0.032, 0.000
  3.545, 0.020, 0.032, 0.000
  3.550, 0.020, 0.032, 0.000
  3.555, 0.019, 0.030, 0.000
  3.560, 0.020, 0.030, 0.000
  3.565, 0.020, 0.030, 0.000
  3.570, 0.020, 0.032, 0.000
  3.575, 0.020, 0.030, 0.000
  3.580, 0.020, 0.032, 0.000
  3.585, 0.020, 0.030, 0.000
  3.590, 0.020, 0.032, 0.000
  3.595, 0.019, 0.030, 0.000
  3.600, 0.019, 0.030, 0.000
  3.605, 0.020, 0.030, 0.000
  3.610, 0.019, 0.032, 0.000
  3.615, 0.020, 0.030, 0.000
  3.620, 0.020, 0.032, 0.000
  3.625, 0.019, 0.030, 0.000
  3.630, 0.020, 0.032, 0.000
  3.635, 0.019, 0.030, 0.000
  3.640, 0.020, 0.030, 0.000
  3.645, 0.020, 0.032, 0.000
  3.650, 0.020, 0.032, 0.000
  3.655, 0.019, 0.030, 0.000
  3.660, 0.020, 0.032, 0.000
  3.665, 0.019, 0.032, 0.000
  3.670, 0.020, 0.032, 0.000
  3.675, 0.019, 0.027, 0.000
  3.680, 0.020, 0.030, 0.000
  3.685, 0.020, 0.030, 0.000
  3.690, 0.020, 0.032, 0.000
  3.695, 0.019, 0.030, 0.000
  3.700, 0.020, 0.032, 0.000
  3.705, 0.019, 0.032, 0.000
  3.710, 0.019, 0.030, 0.000
  3.715, 0.019, 0.030, 0.000
  3.720, 0.020, 0.032, 0.000
  3.725, 0.020, 0.032, 0.000
  3.730, 0.020, 0.032, 0.000
  3.735, 0.020, 0.030, 0.000
  3.740, 0.020, 0.032, 0.000
  3.745, 0.019, 0.032, 0.000
  3.750, 0.020, 0.032, 0.000
  3.755, 0.020, 0.030, 0.000
  3.760, 0.019, 0.032, 0.000
  3.765, 0.020, 0.035, 0.000
  3.770, 0.020, 0.030, 0.000
  3.775, 0.020, 0.032, 0.000
  3.780, 0.019, 0.032, 0.000
  3.785, 0.020, 0.035, 0.000
  3.790, 0.020, 0.027, 0.000
  3.795, 0.020, 0.032, 0.000
  3.800, 0.019, 0.032, 0.000
  3.805, 0.020, 0.032, 0.000
  3.810, 0.020, 0.030, 0.000
  3.815, 0.020, 0.032, 0.000
  3.820, 0.020, 0.032, 0.000
  3.825, 0.020, 0.035, 0.000
  3.830, 0.019, 0.030, 0.000
  3.835, 0.019, 0.030, 0.000
  3.840, 0.018, 0.032, 0.000
  3.845, 0.020, 0.032, 0.000
  3.850, 0.020, 0.027, 0.000
  3.855, 0.020, 0.032, 0.000
  3.860, 0.019, 0.032, 0.000
  3.865, 0.020, 0.030, 0.000
  3.870, 0.020, 0.030, 0.000
  3.875, 0.019, 0.035, 0.000
  3.880, 0.019, 0.032, 0.000
  3.885, 0.020, 0.030, 0.000
  3.890, 0.019, 0.027, 0.000
  3.895, 0.019, 0.030, 0.000
  3.900, 0.019, 0.032, 0.000
  3.905, 0.020, 0.027, 0.000
  3.910, 0.019, 0.030, 0.000
  3.915, 0.019, 0.032, 0.000
  3.920, 0.020, 0.032, 0.000
  3.925, 0.019, 0.030, 0.000
  3.930, 0.020, 0.032, 0.000
  3.935, 0.020, 0.030, 0.000
  3.940, 0.020, 0.032, 0.000
  3.945, 0.019, 0.027, 0.000
  3.950, 0.020, 0.032, 0.000
  3.955, 0.019, 0.030, 0.000
  3.960, 0.019, 0.030, 0.000
  3.965, 0.020, 0.027, 0.000
  3.970, 0.020, 0.032, 0.000
  3.975, 0.019, 0.030, 0.000
  3.980, 0.020, 0.030, 0.000
  3.985, 0.019, 0.030, 0.000
  3.990, 0.019, 0.035, 0.000
  3.995, 0.019, 0.030, 0.000
  4.000, 0.019, 0.030, 0.000
  4.005, 0.018, 0.030, 0.000
  4.010, 0.498, 0.040, 3.000
  4.015, 0.586, 0.432, 3.000
  4.020, 0.547, 0.805, 3.000
  4.025, 0.517, 1.120, 3.000
  4.030, 0.501, 1.347, 3.000
  4.035, 0.491, 1.553, 3.000
  4.040, 0.449, 1.743, 3.000
  4.045, 0.449, 1.865, 3.000
  4.050, 0.452, 1.998, 3.000
  4.055, 0.399, 2.120, 3.000
  4.060, 0.410, 2.220, 3.000
  4.065, 0.394, 2.348, 3.000
  4.070, 0.394, 2.430, 3.000
  4.075, 0.373, 2.503, 3.000
  4.080, 0.361, 2.587, 3.000
  4.085, 0.371, 2.640, 3.000
  4.090, 0.340, 2.783, 3.000
  4.095, 0.356, 2.783, 3.000
  4.100, 0.327, 2.900, 3.000
  4.105, 0.331, 2.945, 3.000
  4.110, 0.335, 2.995, 3.000
  4.115, 0.319, 3.045, 3.000
  4.120, 0.330, 3.080, 3.000
  4.125, 0.292, 3.170, 3.000
  4.130, 0.323, 3.162, 3.000
  4.135, 0.287, 3.277, 3.000
  4.140, 0.289, 3.315, 3.000
  4.145, 0.292, 3.372, 3.000
  4.150, 0.267, 3.408, 3.000
  4.155, 0.299, 3.438, 3.000
  4.160, 0.267, 3.533, 3.000
  4.165, 0.261, 3.530, 3.000
  4.170, 0.279, 3.550, 3.000
  4.175, 0.247, 3.628, 3.000
  4.180, 0.255, 3.618, 3.000
  4.185, 0.262, 3.660, 3.000
  4.190, 0.235, 3.720, 3.000
  4.195, 0.245, 3.713, 3.000
  4.200, 0.262, 3.742, 3.000
  4.205, 0.231, 3.850, 3.000
  4.210, 0.223, 3.852, 3.000
  4.215, 0.254, 3.828, 3.000
  4.220, 0.239, 3.865, 3.000
  4.225, 0.203, 3.890, 3.000
  4.230, 0.225, 3.875, 3.000
  4.235, 0.231, 3.900, 3.000
  4.240, 0.212, 3.980, 3.000
  4.245, 0.205, 3.993, 3.000
  4.250, 0.231, 3.983, 3.000
  4.255, 0.228, 4.035, 3.000
  4.260, 0.196, 4.075, 3.000
  4.265, 0.206, 4.047, 3.000
  4.270, 0.237, 4.025, 3.000
  4.275, 0.218, 4.078, 3.000
  4.280, 0.180, 4.128, 3.000
  4.285, 0.203, 4.117, 3.000
  4.290, 0.226, 4.080, 3.000
  4.295, 0.211, 4.133, 3.000
  4.300, 0.179, 4.198, 3.000
  4.305, 0.193, 4.162, 3.000
  4.310, 0.214, 4.145, 3.000
  4.315, 0.209, 4.210, 3.000
  4.320, 0.187, 4.220, 3.000
  4.325, 0.178, 4.245, 3.000
  4.330, 0.201, 4.227, 3.000
  4.335, 0.205, 4.205, 3.000
  4.340, 0.198, 4.310, 3.000
  4.345, 0.161, 4.270, 3.000
  4.350, 0.183, 4.267, 3.000
  4.355, 0.208, 4.233, 3.000
  4.360, 0.199, 4.295, 3.000
  4.365, 0.175, 4.310, 3.000
  4.370, 0.171, 4.358, 3.000
  4.375, 0.188, 4.285, 3.000
  4.380, 0.198, 4.310, 3.000
  4.385, 0.198, 4.338, 3.000
  4.390, 0.166, 4.380, 3.000
  4.395, 0.172, 4.330, 3.000
  4.400, 0.202, 4.347, 3.000
  4.405, 0.192, 4.315, 3.000
  4.410, 0.194, 4.400, 3.000
  4.415, 0.154, 4.385, 3.000
  4.420, 0.174, 4.360, 3.000
  4.425, 0.197, 4.383, 3.000
  4.430, 0.189, 4.338, 3.000
  4.435, 0.193, 4.435, 3.000
  4.440, 0.150, 4.418, 3.000
  4.445, 0.168, 4.385, 3.000
  4.450, 0.191, 4.405, 3.000
  4.455, 0.186, 4.370, 3.000
  4.460, 0.189, 4.430, 3.000
  4.465, 0.159, 4.457, 3.000
  4.470, 0.162, 4.420, 3.000
  4.475, 0.182, 4.395, 3.000
  4.480, 0.189, 4.415, 3.000
  4.485, 0.185, 4.428, 3.000
  4.490, 0.163, 4.457, 3.000
  4.495, 0.157, 4.480, 3.000
  4.500, 0.166, 4.410, 3.000
  4.505, 0.194, 4.408, 3.000
  4.510, 0.190, 4.448, 3.000
  4.515, 0.162, 4.467, 3.000
  4.520, 0.145, 4.475, 3.000
  4.525, 0.171, 4.455, 3.000
  4.530, 0.182, 4.425, 3.000
  4.535, 0.188, 4.423, 3.000
  4.540, 0.186, 4.515, 3.000
  4.545, 0.147, 4.495, 3.000
  4.550, 0.154, 4.460, 3.000
  4.555, 0.169, 4.445, 3.000
  4.560, 0.197, 4.455, 3.000
  4.565, 0.176, 4.467, 3.000
  4.570, 0.159, 4.485, 3.000
  4.575, 0.146, 4.510, 3.000
  4.580, 0.159, 4.477, 3.000
  4.585, 0.185, 4.443, 3.000
  4.590, 0.178, 4.445, 3.000
  4.595, 0.187, 4.535, 3.000
  4.600, 0.144, 4.523, 3.000
  4.605, 0.154, 4.487, 3.000
  4.610, 0.169, 4.460, 3.000
  4.615, 0.187, 4.483, 3.000
  4.620, 0.182, 4.497, 3.000
  4.625, 0.154, 4.503, 3.000
  4.630, 0.141, 4.517, 3.000
  4.635, 0.164, 4.497, 3.000
  4.640, 0.181, 4.475, 3.000
  4.645, 0.180, 4.452, 3.000
  4.650, 0.177, 4.523, 3.000
  4.655, 0.155, 4.538, 3.000
  4.660, 0.150, 4.540, 3.000
  4.665, 0.158, 4.472, 3.000
  4.670, 0.196, 4.452, 3.000
  4.675, 0.184, 4.495, 3.000
  4.680, 0.177, 4.552, 3.000
  4.685, 0.138, 4.517, 3.000
  4.690, 0.163, 4.490, 3.000
  4.695, 0.178, 4.493, 3.000
  4.700, 0.191, 4.503, 3.000
  4.705, 0.183, 4.505, 3.000
  4.710, 0.155, 4.512, 3.000
  4.715, 0.140, 4.540, 3.000
  4.720, 0.162, 4.507, 3.000
  4.725, 0.182, 4.483, 3.000
  4.730, 0.179, 4.467, 3.000
  4.735, 0.179, 4.530, 3.000
  4.740, 0.157, 4.540, 3.000
  4.745, 0.149, 4.552, 3.000
  4.750, 0.155, 4.495, 3.000
  4.755, 0.189, 4.463, 3.000
  4.760, 0.182, 4.503, 3.000
  4.765, 0.181, 4.573, 3.000
  4.770, 0.139, 4.540, 3.000
  4.775, 0.153, 4.507, 3.000
  4.780, 0.166, 4.485, 3.000
  4.785, 0.191, 4.503, 3.000
  4.790, 0.182, 4.520, 3.000
  4.795, 0.157, 4.545, 3.000
  4.800, 0.137, 4.517, 3.000
  4.805, 0.162, 4.505, 3.000
  4.810, 0.175, 4.520, 3.000
  4.815, 0.183, 4.503, 3.000
  4.820, 0.171, 4.507, 3.000
  4.825, 0.155, 4.532, 3.000
  4.830, 0.141, 4.568, 3.000
  4.835, 0.161, 4.528, 3.000
  4.840, 0.184, 4.493, 3.000
  4.845, 0.176, 4.475, 3.000
  4.850, 0.180, 4.543, 3.000
  4.855, 0.157, 4.555, 3.000
  4.860, 0.154, 4.568, 3.000
  4.865, 0.158, 4.500, 3.000
  4.870, 0.183, 4.460, 3.000
  4.875, 0.184, 4.503, 3.000
  4.880, 0.178, 4.582, 3.000
  4.885, 0.146, 4.552, 3.000
  4.890, 0.153, 4.525, 3.000
  4.895, 0.161, 4.487, 3.000
  4.900, 0.196, 4.485, 3.000
  4.905, 0.183, 4.525, 3.000
  4.910, 0.169, 4.565, 3.000
  4.915, 0.135, 4.532, 3.000
  4.920, 0.159, 4.507, 3.000
  4.925, 0.174, 4.517, 3.000
  4.930, 0.184, 4.523, 3.000
  4.935, 0.180, 4.528, 3.000
  4.940, 0.153, 4.543, 3.000
  4.945, 0.138, 4.540, 3.000
  4.950, 0.165, 4.520, 3.000
  4.955, 0.179, 4.520, 3.000
  4.960, 0.181, 4.487, 3.000
  4.965, 0.174, 4.523, 3.000
  4.970, 0.159, 4.538, 3.000
  4.975, 0.145, 4.570, 3.000
  4.980, 0.162, 4.535, 3.000
  4.985, 0.183, 4.500, 3.000
  4.990, 0.178, 4.480, 3.000
  4.995, 0.179, 4.550, 3.000
  5.000, 0.155, 4.562, 3.000
  5.005, 0.151, 4.560, 3.000
  5.010, 0.157, 4.500, 3.000
  5.015, 0.185, 4.470, 3.000
  5.020, 0.183, 4.497, 3.000
  5.025, 0.182, 4.588, 3.000
  5.030, 0.147, 4.565, 3.000
  5.035, 0.151, 4.543, 3.000
  5.040, 0.160, 4.490, 3.000
  5.045, 0.194, 4.495, 3.000
  5.050, 0.184, 4.532, 3.000
  5.055, 0.173, 4.570, 3.000
  5.060, 0.135, 4.548, 3.000
  5.065, 0.154, 4.517, 3.000
  5.070, 0.167, 4.500, 3.000
  5.075, 0.186, 4.510, 3.000
  5.080, 0.182, 4.538, 3.000
  5.085, 0.157, 4.560, 3.000
  5.090, 0.134, 4.535, 3.000
  5.095, 0.158, 4.523, 3.000
  5.100, 0.170, 4.528, 3.000
  5.105, 0.186, 4.512, 3.000
  5.110, 0.173, 4.525, 3.000
  5.115, 0.155, 4.545, 3.000
  5.120, 0.136, 4.552, 3.000
  5.125, 0.162, 4.530, 3.000
  5.130, 0.179, 4.530, 3.000
  5.135, 0.175, 4.500, 3.000
  5.140, 0.176, 4.525, 3.000
  5.145, 0.154, 4.555, 3.000
  5.150, 0.143, 4.577, 3.000
  5.155, 0.160, 4.532, 3.000
  5.160, 0.177, 4.497, 3.000
  5.165, 0.177, 4.490, 3.000
  5.170, 0.178, 4.545, 3.000
  5.175, 0.154, 4.568, 3.000
  5.180, 0.145, 4.585, 3.000
  5.185, 0.153, 4.520, 3.000
  5.190, 0.181, 4.487, 3.000
  5.195, 0.177, 4.503, 3.000
  5.200, 0.178, 4.577, 3.000
  5.205, 0.150, 4.575, 3.000
  5.210, 0.150, 4.575, 3.000
  5.215, 0.153, 4.505, 3.000
  5.220, 0.185, 4.483, 3.000
  5.225, 0.181, 4.528, 3.000
  5.230, 0.179, 4.597, 3.000
  5.235, 0.145, 4.562, 3.000
  5.240, 0.152, 4.545, 3.000
  5.245, 0.156, 4.503, 3.000
  5.250, 0.191, 4.503, 3.000
  5.255, 0.183, 4.543, 3.000
  5.260, 0.169, 4.593, 3.000
  5.265, 0.135, 4.557, 3.000
  5.270, 0.154, 4.532, 3.000
  5.275, 0.161, 4.515, 3.000
  5.280, 0.185, 4.523, 3.000
  5.285, 0.179, 4.545, 3.000
  5.290, 0.158, 4.577, 3.000
  5.295, 0.131, 4.545, 3.000
  5.300, 0.156, 4.528, 3.000
  5.305, 0.164, 4.532, 3.000
  5.310, 0.184, 4.535, 3.000
  5.315, 0.175, 4.548, 3.000
  5.320, 0.154, 4.565, 3.000
  5.325, 0.133, 4.560, 3.000
  5.330, 0.156, 4.532, 3.000
  5.335, 0.169, 4.538, 3.000
  5.340, 0.180, 4.528, 3.000
  5.345, 0.170, 4.550, 3.000
  5.350, 0.152, 4.560, 3.000
  5.355, 0.137, 4.560, 3.000
  5.360, 0.159, 4.545, 3.000
  5.365, 0.175, 4.545, 3.000
  5.370, 0.176, 4.515, 3.000
  5.375, 0.170, 4.538, 3.000
  5.380, 0.150, 4.555, 3.000
  5.385, 0.139, 4.573, 3.000
  5.390, 0.159, 4.548, 3.000
  5.395, 0.174, 4.540, 3.000
  5.400, 0.171, 4.503, 3.000
  5.405, 0.169, 4.538, 3.000
  5.410, 0.152, 4.568, 3.000
  5.415, 0.143, 4.585, 3.000
  5.420, 0.159, 4.548, 3.000
  5.425, 0.176, 4.530, 3.000
  5.430, 0.170, 4.500, 3.000
  5.435, 0.171, 4.552, 3.000
  5.440, 0.153, 4.568, 3.000
  5.445, 0.146, 4.600, 3.000
  5.450, 0.153, 4.538, 3.000
  5.455, 0.177, 4.512, 3.000
  5.460, 0.173, 4.503, 3.000
  5.465, 0.176, 4.565, 3.000
  5.470, 0.155, 4.585, 3.000
  5.475, 0.147, 4.600, 3.000
  5.480, 0.152, 4.535, 3.000
  5.485, 0.176, 4.493, 3.000
  5.490, 0.175, 4.510, 3.000
  5.495, 0.178, 4.593, 3.000
  5.500, 0.152, 4.580, 3.000
  5.505, 0.150, 4.590, 3.000
  5.510, 0.153, 4.520, 3.000
  5.515, 0.181, 4.493, 3.000
  5.520, 0.180, 4.520, 3.000
  5.525, 0.182, 4.602, 3.000
  5.530, 0.152, 4.593, 3.000
  5.535, 0.150, 4.577, 3.000
  5.540, 0.153, 4.515, 3.000
  5.545, 0.183, 4.497, 3.000
  5.550, 0.181, 4.532, 3.000
  5.555, 0.178, 4.608, 3.000
  5.560, 0.142, 4.570, 3.000
  5.565, 0.153, 4.555, 3.000
  5.570, 0.159, 4.510, 3.000
  5.575, 0.188, 4.510, 3.000
  5.580, 0.185, 4.548, 3.000
  5.585, 0.169, 4.600, 3.000
  5.590, 0.138, 4.570, 3.000
  5.595, 0.151, 4.545, 3.000
  5.600, 0.156, 4.517, 3.000
  5.605, 0.187, 4.525, 3.000
  5.610, 0.180, 4.557, 3.000
  5.615, 0.160, 4.593, 3.000
  5.620, 0.133, 4.557, 3.000
  5.625, 0.153, 4.535, 3.000
  5.630, 0.161, 4.528, 3.000
  5.635, 0.186, 4.538, 3.000
  5.640, 0.176, 4.568, 3.000
  5.645, 0.154, 4.585, 3.000
  5.650, 0.132, 4.560, 3.000
  5.655, 0.153, 4.548, 3.000
  5.660, 0.161, 4.545, 3.000
  5.665, 0.183, 4.540, 3.000
  5.670, 0.171, 4.560, 3.000
  5.675, 0.150, 4.582, 3.000
  5.680, 0.133, 4.555, 3.000
  5.685, 0.156, 4.543, 3.000
  5.690, 0.165, 4.557, 3.000
  5.695, 0.181, 4.545, 3.000
  5.700, 0.171, 4.557, 3.000
  5.705, 0.149, 4.588, 3.000
  5.710, 0.132, 4.568, 3.000
  5.715, 0.154, 4.548, 3.000
  5.720, 0.169, 4.557, 3.000
  5.725, 0.175, 4.545, 3.000
  5.730, 0.171, 4.552, 3.000
  5.735, 0.148, 4.577, 3.000
  5.740, 0.132, 4.570, 3.000
  5.745, 0.156, 4.550, 3.000
  5.750, 0.170, 4.557, 3.000
  5.755, 0.172, 4.548, 3.000
  5.760, 0.172, 4.555, 3.000
  5.765, 0.148, 4.570, 3.000
  5.770, 0.132, 4.580, 3.000
  5.775, 0.155, 4.560, 3.000
  5.780, 0.169, 4.555, 3.000
  5.785, 0.174, 4.540, 3.000
  5.790, 0.169, 4.555, 3.000
  5.795, 0.149, 4.573, 3.000
  5.800, 0.133, 4.582, 3.000
  5.805, 0.156, 4.562, 3.000
  5.810, 0.172, 4.562, 3.000
  5.815, 0.172, 4.540, 3.000
  5.820, 0.169, 4.560, 3.000
  5.825, 0.148, 4.570, 3.000
  5.830, 0.136, 4.585, 3.000
  5.835, 0.156, 4.562, 3.000
  5.840, 0.174, 4.560, 3.000
  5.845, 0.174, 4.535, 3.000
  5.850, 0.165, 4.557, 3.000
  5.855, 0.147, 4.582, 3.000
  5.860, 0.135, 4.588, 3.000
  5.865, 0.157, 4.565, 3.000
  5.870, 0.170, 4.560, 3.000
  5.875, 0.170, 4.535, 3.000
  5.880, 0.168, 4.560, 3.000
  5.885, 0.147, 4.573, 3.000
  5.890, 0.137, 4.595, 3.000
  5.895, 0.157, 4.562, 3.000
  5.900, 0.172, 4.557, 3.000
  5.905, 0.174, 4.538, 3.000
  5.910, 0.169, 4.555, 3.000
  5.915, 0.149, 4.577, 3.000
  5.920, 0.136, 4.600, 3.000
