Tiempo ,CONTROL,PID,ANGULO,REFERENCIA,PERTURBACION
9.52,1.745,1.745,0.602,0.6,0.0
9.54,1.745,1.745,0.602,0.6,0.0
9.56,1.745,1.745,0.602,0.6,0.0
9.58,1.744,1.744,0.602,0.6,0.0
9.6,1.744,1.744,0.602,0.6,0.0
9.62,1.744,1.744,0.602,0.6,0.0
9.64,1.743,1.743,0.602,0.6,0.0
9.66,1.747,1.747,0.6,0.6,0.0
9.68,1.746,1.746,0.6,0.6,0.0
9.7,1.745,1.745,0.6,0.6,0.0
9.72,1.745,1.745,0.6,0.6,0.0
9.74,1.744,1.744,0.6,0.6,0.0
9.76,1.744,1.744,0.6,0.6,0.0
9.78,1.745,1.745,0.599,0.6,0.0
9.8,1.745,1.745,0.599,0.6,0.0
9.82,1.744,1.744,0.599,0.6,0.0
9.84,1.744,1.744,0.599,0.6,0.0
9.86,1.743,1.743,0.599,0.6,0.0
9.88,1.743,1.743,0.599,0.6,0.0
9.9,1.745,1.745,0.597,0.6,0.0
9.92,1.745,1.745,0.597,0.6,0.0
9.94,1.744,1.744,0.597,0.6,0.0
9.96,1.744,1.744,0.597,0.6,0.0
9.98,1.746,1.746,0.595,0.6,0.0
10.0,1.745,1.745,0.595,0.6,0.0
10.02,1.744,1.744,0.595,0.6,0.0
10.04,1.944,1.744,0.595,0.6,0.2
10.06,1.943,1.743,0.595,0.6,0.2
10.08,1.943,1.743,0.595,0.6,0.2
10.1,1.943,1.743,0.595,0.6,0.2
10.12,1.942,1.742,0.595,0.6,0.2
10.14,1.942,1.742,0.595,0.6,0.2
10.16,1.939,1.739,0.597,0.6,0.2
10.18,1.937,1.737,0.599,0.6,0.2
10.2,1.932,1.732,0.602,0.6,0.2
10.22,1.931,1.731,0.604,0.6,0.2
10.24,1.927,1.727,0.607,0.6,0.2
10.26,1.924,1.724,0.611,0.6,0.2
10.28,1.921,1.721,0.614,0.6,0.2
10.3,1.916,1.716,0.62,0.6,0.2
10.32,1.915,1.715,0.623,0.6,0.2
10.34,1.911,1.711,0.628,0.6,0.2
10.36,1.907,1.707,0.634,0.6,0.2
10.38,1.905,1.705,0.639,0.6,0.2
10.4,1.902,1.702,0.644,0.6,0.2
10.42,1.898,1.698,0.651,0.6,0.2
10.44,1.897,1.697,0.656,0.6,0.2
10.46,1.895,1.695,0.661,0.6,0.2
10.48,1.895,1.695,0.667,0.6,0.2
10.5,1.891,1.691,0.674,0.6,0.2
10.52,1.891,1.691,0.679,0.6,0.2
10.54,1.891,1.691,0.684,0.6,0.2
10.56,1.89,1.69,0.689,0.6,0.2
10.58,1.89,1.69,0.695,0.6,0.2
10.6,1.893,1.693,0.698,0.6,0.2
10.62,1.892,1.692,0.703,0.6,0.2
10.64,1.894,1.694,0.707,0.6,0.2
10.66,1.895,1.695,0.71,0.6,0.2
10.68,1.896,1.696,0.714,0.6,0.2
10.7,1.897,1.697,0.717,0.6,0.2
10.72,1.898,1.698,0.721,0.6,0.2
10.74,1.9,1.7,0.723,0.6,0.2
10.76,1.903,1.703,0.724,0.6,0.2
10.78,1.904,1.704,0.726,0.6,0.2
10.8,1.908,1.708,0.726,0.6,0.2
10.82,1.908,1.708,0.728,0.6,0.2
10.84,1.911,1.711,0.728,0.6,0.2
10.86,1.913,1.713,0.728,0.6,0.2
10.88,1.916,1.716,0.726,0.6,0.2
10.9,1.917,1.717,0.726,0.6,0.2
10.92,1.919,1.719,0.724,0.6,0.2
10.94,1.921,1.721,0.723,0.6,0.2
10.96,1.922,1.722,0.721,0.6,0.2
10.98,1.922,1.722,0.719,0.6,0.2
11.0,1.922,1.722,0.717,0.6,0.2
11.02,1.925,1.725,0.714,0.6,0.2
11.04,1.923,1.723,0.712,0.6,0.2
11.06,1.924,1.724,0.709,0.6,0.2
11.08,1.925,1.725,0.705,0.6,0.2
11.1,1.925,1.725,0.702,0.6,0.2
11.12,1.924,1.724,0.698,0.6,0.2
11.14,1.923,1.723,0.695,0.6,0.2
11.16,1.925,1.725,0.689,0.6,0.2
11.18,1.923,1.723,0.686,0.6,0.2
11.2,1.921,1.721,0.682,0.6,0.2
11.22,1.918,1.718,0.679,0.6,0.2
11.24,1.919,1.719,0.674,0.6,0.2
11.26,1.916,1.716,0.67,0.6,0.2
11.28,1.913,1.713,0.667,0.6,0.2
11.3,1.91,1.71,0.663,0.6,0.2
11.32,1.91,1.71,0.658,0.6,0.2
11.34,1.906,1.706,0.654,0.6,0.2
11.36,1.903,1.703,0.651,0.6,0.2
11.38,1.9,1.7,0.648,0.6,0.2
11.4,1.894,1.694,0.646,0.6,0.2
11.42,1.891,1.691,0.642,0.6,0.2
11.44,1.889,1.689,0.639,0.6,0.2
11.46,1.884,1.684,0.637,0.6,0.2
11.48,1.882,1.682,0.634,0.6,0.2
11.5,1.877,1.677,0.632,0.6,0.2
11.52,1.872,1.672,0.63,0.6,0.2
11.54,1.868,1.668,0.628,0.6,0.2
11.56,1.865,1.665,0.627,0.6,0.2
11.58,1.861,1.661,0.625,0.6,0.2
11.6,1.858,1.658,0.623,0.6,0.2
11.62,1.855,1.655,0.621,0.6,0.2
11.64,1.85,1.65,0.621,0.6,0.2
11.66,1.848,1.648,0.62,0.6,0.2
11.68,1.843,1.643,0.62,0.6,0.2
11.7,1.839,1.639,0.62,0.6,0.2
11.72,1.835,1.635,0.62,0.6,0.2
11.74,1.835,1.635,0.618,0.6,0.2
11.76,1.831,1.631,0.618,0.6,0.2
11.78,1.828,1.628,0.618,0.6,0.2
11.8,1.823,1.623,0.62,0.6,0.2
11.82,1.821,1.621,0.62,0.6,0.2
11.84,1.819,1.619,0.62,0.6,0.2
11.86,1.817,1.617,0.62,0.6,0.2
11.88,1.816,1.616,0.62,0.6,0.2
11.9,1.814,1.614,0.62,0.6,0.2
11.92,1.81,1.61,0.621,0.6,0.2
11.94,1.81,1.61,0.621,0.6,0.2
11.96,1.809,1.609,0.621,0.6,0.2
11.98,1.808,1.608,0.621,0.6,0.2
12.0,1.805,1.605,0.623,0.6,0.2
12.02,1.804,1.604,0.623,0.6,0.2
12.04,1.804,1.604,0.623,0.6,0.2
12.06,1.804,1.604,0.623,0.6,0.2
12.08,1.801,1.601,0.625,0.6,0.2
12.1,1.801,1.601,0.625,0.6,0.2
12.12,1.801,1.601,0.625,0.6,0.2
12.14,1.8,1.6,0.625,0.6,0.2
12.16,1.8,1.6,0.625,0.6,0.2
12.18,1.8,1.6,0.625,0.6,0.2
12.2,1.8,1.6,0.625,0.6,0.2
12.22,1.799,1.599,0.625,0.6,0.2
12.24,1.799,1.599,0.625,0.6,0.2
12.26,1.801,1.601,0.623,0.6,0.2
12.28,1.8,1.6,0.623,0.6,0.2
12.3,1.799,1.599,0.623,0.6,0.2
12.32,1.801,1.601,0.621,0.6,0.2
12.34,1.8,1.6,0.621,0.6,0.2
12.36,1.799,1.599,0.621,0.6,0.2
12.38,1.801,1.601,0.62,0.6,0.2
12.4,1.799,1.599,0.62,0.6,0.2
12.42,1.801,1.601,0.618,0.6,0.2
12.44,1.802,1.602,0.616,0.6,0.2
12.46,1.8,1.6,0.616,0.6,0.2
12.48,1.801,1.601,0.614,0.6,0.2
12.5,1.799,1.599,0.614,0.6,0.2
12.52,1.8,1.6,0.613,0.6,0.2
12.54,1.798,1.598,0.613,0.6,0.2
12.56,1.799,1.599,0.611,0.6,0.2
12.58,1.8,1.6,0.609,0.6,0.2
12.6,1.798,1.598,0.609,0.6,0.2
12.62,1.798,1.598,0.607,0.6,0.2
12.64,1.796,1.596,0.607,0.6,0.2
12.66,1.797,1.597,0.606,0.6,0.2
12.68,1.795,1.595,0.606,0.6,0.2
12.7,1.796,1.596,0.604,0.6,0.2
12.72,1.794,1.594,0.604,0.6,0.2
12.74,1.795,1.595,0.602,0.6,0.2
12.76,1.793,1.593,0.602,0.6,0.2
12.78,1.794,1.594,0.6,0.6,0.2
12.8,1.792,1.592,0.6,0.6,0.2
12.82,1.791,1.591,0.6,0.6,0.2
12.84,1.789,1.589,0.6,0.6,0.2
12.86,1.789,1.589,0.599,0.6,0.2
12.88,1.788,1.588,0.599,0.6,0.2
12.9,1.787,1.587,0.599,0.6,0.2
12.92,1.785,1.585,0.599,0.6,0.2
12.94,1.784,1.584,0.599,0.6,0.2
12.96,1.784,1.584,0.599,0.6,0.2
12.98,1.783,1.583,0.599,0.6,0.2
13.0,1.782,1.582,0.599,0.6,0.2
13.02,1.781,1.581,0.599,0.6,0.2
13.04,1.779,1.579,0.6,0.6,0.2
13.06,1.779,1.579,0.6,0.6,0.2
13.08,1.779,1.579,0.6,0.6,0.2
13.1,1.779,1.579,0.6,0.6,0.2
13.12,1.775,1.575,0.602,0.6,0.2
13.14,1.776,1.576,0.602,0.6,0.2
13.16,1.776,1.576,0.602,0.6,0.2
13.18,1.774,1.574,0.604,0.6,0.2
13.2,1.774,1.574,0.604,0.6,0.2
13.22,1.775,1.575,0.604,0.6,0.2
13.24,1.773,1.573,0.606,0.6,0.2
13.26,1.773,1.573,0.606,0.6,0.2
13.28,1.774,1.574,0.606,0.6,0.2
13.3,1.775,1.575,0.606,0.6,0.2
13.32,1.775,1.575,0.606,0.6,0.2
13.34,1.773,1.573,0.607,0.6,0.2
13.36,1.774,1.574,0.607,0.6,0.2
13.38,1.774,1.574,0.607,0.6,0.2
13.4,1.775,1.575,0.607,0.6,0.2
13.42,1.775,1.575,0.607,0.6,0.2
13.44,1.776,1.576,0.607,0.6,0.2
13.46,1.776,1.576,0.607,0.6,0.2
13.48,1.779,1.579,0.606,0.6,0.2
13.5,1.779,1.579,0.606,0.6,0.2
13.52,1.778,1.578,0.606,0.6,0.2
13.54,1.778,1.578,0.606,0.6,0.2
13.56,1.778,1.578,0.606,0.6,0.2
13.58,1.781,1.581,0.604,0.6,0.2
13.6,1.78,1.58,0.604,0.6,0.2
13.62,1.779,1.579,0.604,0.6,0.2
13.64,1.779,1.579,0.604,0.6,0.2
13.66,1.781,1.581,0.602,0.6,0.2
13.68,1.78,1.58,0.602,0.6,0.2
13.7,1.78,1.58,0.602,0.6,0.2
13.72,1.779,1.579,0.602,0.6,0.2
13.74,1.779,1.579,0.602,0.6,0.2
13.76,1.782,1.582,0.6,0.6,0.2
13.78,1.781,1.581,0.6,0.6,0.2
13.8,1.78,1.58,0.6,0.6,0.2
13.82,1.779,1.579,0.6,0.6,0.2
13.84,1.779,1.579,0.6,0.6,0.2
13.86,1.778,1.578,0.6,0.6,0.2
13.88,1.778,1.578,0.6,0.6,0.2
13.9,1.777,1.577,0.6,0.6,0.2
13.92,1.777,1.577,0.6,0.6,0.2
13.94,1.773,1.573,0.602,0.6,0.2
13.96,1.773,1.573,0.602,0.6,0.2
13.98,1.773,1.573,0.602,0.6,0.2
14.0,1.773,1.573,0.602,0.6,0.2
14.02,1.774,1.574,0.602,0.6,0.2
14.04,1.774,1.574,0.602,0.6,0.2
14.06,1.771,1.571,0.604,0.6,0.2
14.08,1.771,1.571,0.604,0.6,0.2
14.1,1.772,1.572,0.604,0.6,0.2
14.12,1.772,1.572,0.604,0.6,0.2
14.14,1.772,1.572,0.604,0.6,0.2
14.16,1.773,1.573,0.604,0.6,0.2
14.18,1.773,1.573,0.604,0.6,0.2
14.2,1.773,1.573,0.604,0.6,0.2
14.22,1.773,1.573,0.604,0.6,0.2
14.24,1.773,1.573,0.604,0.6,0.2
14.26,1.773,1.573,0.604,0.6,0.2
14.28,1.776,1.576,0.602,0.6,0.2
14.3,1.776,1.576,0.602,0.6,0.2
14.32,1.775,1.575,0.602,0.6,0.2
14.34,1.775,1.575,0.602,0.6,0.2
14.36,1.778,1.578,0.6,0.6,0.2
14.38,1.778,1.578,0.6,0.6,0.2
14.4,1.777,1.577,0.6,0.6,0.2
14.42,1.776,1.576,0.6,0.6,0.2
14.44,1.778,1.578,0.599,0.6,0.2
14.46,1.777,1.577,0.599,0.6,0.2
14.48,1.776,1.576,0.599,0.6,0.2
14.5,1.779,1.579,0.597,0.6,0.2
14.52,1.778,1.578,0.597,0.6,0.2
14.54,1.777,1.577,0.597,0.6,0.2
14.56,1.776,1.576,0.597,0.6,0.2
14.58,1.778,1.578,0.595,0.6,0.2
14.6,1.777,1.577,0.595,0.6,0.2
14.62,1.777,1.577,0.595,0.6,0.2
14.64,1.776,1.576,0.595,0.6,0.2
14.66,1.775,1.575,0.595,0.6,0.2
14.68,1.775,1.575,0.595,0.6,0.2
14.7,1.775,1.575,0.595,0.6,0.2
14.72,1.774,1.574,0.595,0.6,0.2
14.74,1.774,1.574,0.595,0.6,0.2
14.76,1.774,1.574,0.595,0.6,0.2
14.78,1.773,1.573,0.595,0.6,0.2
14.8,1.773,1.573,0.595,0.6,0.2
14.82,1.773,1.573,0.595,0.6,0.2
14.84,1.77,1.57,0.597,0.6,0.2
14.86,1.771,1.571,0.597,0.6,0.2
14.88,1.771,1.571,0.597,0.6,0.2
14.9,1.771,1.571,0.597,0.6,0.2
14.92,1.772,1.572,0.597,0.6,0.2
14.94,1.775,1.575,0.595,0.6,0.2
14.96,1.774,1.574,0.595,0.6,0.2
14.98,1.774,1.574,0.595,0.6,0.2
15.0,1.774,1.574,0.595,0.6,0.2
15.02,1.774,1.574,0.595,0.6,0.2
15.04,1.774,1.574,0.595,0.6,0.2
15.06,1.774,1.574,0.595,0.6,0.2
15.08,1.774,1.574,0.595,0.6,0.2
15.1,1.774,1.574,0.595,0.6,0.2
15.12,1.777,1.577,0.593,0.6,0.2
15.14,1.776,1.576,0.593,0.6,0.2
15.16,1.776,1.576,0.593,0.6,0.2
15.18,1.776,1.576,0.593,0.6,0.2
15.2,1.776,1.576,0.593,0.6,0.2
15.22,1.775,1.575,0.593,0.6,0.2
15.24,1.778,1.578,0.592,0.6,0.2
15.26,1.777,1.577,0.592,0.6,0.2
15.28,1.777,1.577,0.592,0.6,0.2
15.3,1.777,1.577,0.592,0.6,0.2
15.32,1.776,1.576,0.592,0.6,0.2
15.34,1.776,1.576,0.592,0.6,0.2
15.36,1.776,1.576,0.592,0.6,0.2
15.38,1.776,1.576,0.592,0.6,0.2
15.4,1.776,1.576,0.592,0.6,0.2
15.42,1.776,1.576,0.592,0.6,0.2
15.44,1.776,1.576,0.592,0.6,0.2
15.46,1.773,1.573,0.593,0.6,0.2
15.48,1.774,1.574,0.593,0.6,0.2
15.5,1.774,1.574,0.593,0.6,0.2
15.52,1.775,1.575,0.593,0.6,0.2
15.54,1.775,1.575,0.593,0.6,0.2
15.56,1.773,1.573,0.595,0.6,0.2
15.58,1.773,1.573,0.595,0.6,0.2
15.6,1.774,1.574,0.595,0.6,0.2
15.62,1.775,1.575,0.595,0.6,0.2
15.64,1.775,1.575,0.595,0.6,0.2
15.66,1.776,1.576,0.595,0.6,0.2
15.68,1.773,1.573,0.597,0.6,0.2
15.7,1.774,1.574,0.597,0.6,0.2
15.72,1.775,1.575,0.597,0.6,0.2
15.74,1.775,1.575,0.597,0.6,0.2
15.76,1.776,1.576,0.597,0.6,0.2
15.78,1.776,1.576,0.597,0.6,0.2
15.8,1.777,1.577,0.597,0.6,0.2
15.82,1.777,1.577,0.597,0.6,0.2
15.84,1.778,1.578,0.597,0.6,0.2
15.86,1.778,1.578,0.597,0.6,0.2
15.88,1.778,1.578,0.597,0.6,0.2
15.9,1.779,1.579,0.597,0.6,0.2
15.92,1.779,1.579,0.597,0.6,0.2
15.94,1.779,1.579,0.597,0.6,0.2
15.96,1.779,1.579,0.597,0.6,0.2
15.98,1.78,1.58,0.597,0.6,0.2
16.0,1.78,1.58,0.597,0.6,0.2
16.02,1.78,1.58,0.597,0.6,0.2
16.04,1.78,1.58,0.597,0.6,0.2
16.06,1.78,1.58,0.597,0.6,0.2
16.08,1.78,1.58,0.597,0.6,0.2
16.1,1.778,1.578,0.599,0.6,0.2
16.12,1.778,1.578,0.599,0.6,0.2
16.14,1.779,1.579,0.599,0.6,0.2
16.16,1.779,1.579,0.599,0.6,0.2
16.18,1.78,1.58,0.599,0.6,0.2
16.2,1.778,1.578,0.6,0.6,0.2
16.22,1.779,1.579,0.6,0.6,0.2
16.24,1.779,1.579,0.6,0.6,0.2
16.26,1.776,1.576,0.602,0.6,0.2
16.28,1.777,1.577,0.602,0.6,0.2
16.3,1.778,1.578,0.602,0.6,0.2
16.32,1.776,1.576,0.604,0.6,0.2
16.34,1.777,1.577,0.604,0.6,0.2
16.36,1.778,1.578,0.604,0.6,0.2
16.38,1.778,1.578,0.604,0.6,0.2
16.4,1.776,1.576,0.606,0.6,0.2
16.42,1.777,1.577,0.606,0.6,0.2
16.44,1.778,1.578,0.606,0.6,0.2
16.46,1.779,1.579,0.606,0.6,0.2
16.48,1.777,1.577,0.607,0.6,0.2
16.5,1.778,1.578,0.607,0.6,0.2
16.52,1.778,1.578,0.607,0.6,0.2
16.54,1.779,1.579,0.607,0.6,0.2
16.56,1.779,1.579,0.607,0.6,0.2
16.58,1.777,1.577,0.609,0.6,0.2
16.6,1.778,1.578,0.609,0.6,0.2
16.62,1.779,1.579,0.609,0.6,0.2
16.64,1.779,1.579,0.609,0.6,0.2
16.66,1.78,1.58,0.609,0.6,0.2
16.68,1.78,1.58,0.609,0.6,0.2
16.7,1.78,1.58,0.609,0.6,0.2
16.72,1.781,1.581,0.609,0.6,0.2
16.74,1.781,1.581,0.609,0.6,0.2
16.76,1.781,1.581,0.609,0.6,0.2
16.78,1.781,1.581,0.609,0.6,0.2
16.8,1.781,1.581,0.609,0.6,0.2
16.82,1.781,1.581,0.609,0.6,0.2
16.84,1.784,1.584,0.607,0.6,0.2
16.86,1.783,1.583,0.607,0.6,0.2
16.88,1.783,1.583,0.607,0.6,0.2
16.9,1.782,1.582,0.607,0.6,0.2
16.92,1.782,1.582,0.607,0.6,0.2
16.94,1.784,1.584,0.606,0.6,0.2
16.96,1.784,1.584,0.606,0.6,0.2
16.98,1.783,1.583,0.606,0.6,0.2
17.0,1.782,1.582,0.606,0.6,0.2
17.02,1.785,1.585,0.604,0.6,0.2
17.04,1.784,1.584,0.604,0.6,0.2
17.06,1.783,1.583,0.604,0.6,0.2
17.08,1.782,1.582,0.604,0.6,0.2
17.1,1.784,1.584,0.602,0.6,0.2
17.12,1.783,1.583,0.602,0.6,0.2
17.14,1.782,1.582,0.602,0.6,0.2
17.16,1.785,1.585,0.6,0.6,0.2
17.18,1.784,1.584,0.6,0.6,0.2
17.2,1.783,1.583,0.6,0.6,0.2
17.22,1.782,1.582,0.6,0.6,0.2
17.24,1.783,1.583,0.599,0.6,0.2
17.26,1.782,1.582,0.599,0.6,0.2
17.28,1.781,1.581,0.599,0.6,0.2
17.3,1.78,1.58,0.599,0.6,0.2
17.32,1.78,1.58,0.599,0.6,0.2
17.34,1.782,1.582,0.597,0.6,0.2
17.36,1.781,1.581,0.597,0.6,0.2
17.38,1.78,1.58,0.597,0.6,0.2
17.4,1.78,1.58,0.597,0.6,0.2
17.42,1.779,1.579,0.597,0.6,0.2
17.44,1.778,1.578,0.597,0.6,0.2
17.46,1.778,1.578,0.597,0.6,0.2
17.48,1.778,1.578,0.597,0.6,0.2
17.5,1.777,1.577,0.597,0.6,0.2
17.52,1.777,1.577,0.597,0.6,0.2
17.54,1.777,1.577,0.597,0.6,0.2
17.56,1.777,1.577,0.597,0.6,0.2
17.58,1.776,1.576,0.597,0.6,0.2
17.6,1.776,1.576,0.597,0.6,0.2
17.62,1.776,1.576,0.597,0.6,0.2
17.64,1.776,1.576,0.597,0.6,0.2
17.66,1.776,1.576,0.597,0.6,0.2
17.68,1.776,1.576,0.597,0.6,0.2
17.7,1.776,1.576,0.597,0.6,0.2
17.72,1.773,1.573,0.599,0.6,0.2
17.74,1.774,1.574,0.599,0.6,0.2
17.76,1.774,1.574,0.599,0.6,0.2
17.78,1.774,1.574,0.599,0.6,0.2
17.8,1.775,1.575,0.599,0.6,0.2
17.82,1.775,1.575,0.599,0.6,0.2
17.84,1.775,1.575,0.599,0.6,0.2
17.86,1.774,1.574,0.6,0.6,0.2
17.88,1.774,1.574,0.6,0.6,0.2
17.9,1.774,1.574,0.6,0.6,0.2
17.92,1.775,1.575,0.6,0.6,0.2
17.94,1.777,1.577,0.599,0.6,0.2
17.96,1.777,1.577,0.599,0.6,0.2
17.98,1.777,1.577,0.599,0.6,0.2
18.0,1.777,1.577,0.599,0.6,0.2
18.02,1.777,1.577,0.599,0.6,0.2
18.04,1.777,1.577,0.599,0.6,0.2
18.06,1.78,1.58,0.597,0.6,0.2
18.08,1.779,1.579,0.597,0.6,0.2
18.1,1.779,1.579,0.597,0.6,0.2
18.12,1.779,1.579,0.597,0.6,0.2
18.14,1.778,1.578,0.597,0.6,0.2
18.16,1.781,1.581,0.595,0.6,0.2
18.18,1.78,1.58,0.595,0.6,0.2
18.2,1.78,1.58,0.595,0.6,0.2
18.22,1.779,1.579,0.595,0.6,0.2
18.24,1.779,1.579,0.595,0.6,0.2
18.26,1.779,1.579,0.595,0.6,0.2
18.28,1.779,1.579,0.595,0.6,0.2
18.3,1.778,1.578,0.595,0.6,0.2
18.32,1.778,1.578,0.595,0.6,0.2
18.34,1.778,1.578,0.595,0.6,0.2
18.36,1.778,1.578,0.595,0.6,0.2
18.38,1.778,1.578,0.595,0.6,0.2
18.4,1.778,1.578,0.595,0.6,0.2
18.42,1.778,1.578,0.595,0.6,0.2
18.44,1.778,1.578,0.595,0.6,0.2
18.46,1.778,1.578,0.595,0.6,0.2
18.48,1.778,1.578,0.595,0.6,0.2
18.5,1.778,1.578,0.595,0.6,0.2
18.52,1.778,1.578,0.595,0.6,0.2
18.54,1.778,1.578,0.595,0.6,0.2
18.56,1.776,1.576,0.597,0.6,0.2
18.58,1.776,1.576,0.597,0.6,0.2
18.6,1.776,1.576,0.597,0.6,0.2
18.62,1.777,1.577,0.597,0.6,0.2
18.64,1.777,1.577,0.597,0.6,0.2
18.66,1.775,1.575,0.599,0.6,0.2
18.68,1.775,1.575,0.599,0.6,0.2
18.7,1.776,1.576,0.599,0.6,0.2
18.72,1.777,1.577,0.599,0.6,0.2
18.74,1.777,1.577,0.599,0.6,0.2
18.76,1.776,1.576,0.6,0.6,0.2
18.78,1.776,1.576,0.6,0.6,0.2
18.8,1.777,1.577,0.6,0.6,0.2
18.82,1.777,1.577,0.6,0.6,0.2
18.84,1.778,1.578,0.6,0.6,0.2
18.86,1.778,1.578,0.6,0.6,0.2
18.88,1.779,1.579,0.6,0.6,0.2
18.9,1.779,1.579,0.6,0.6,0.2
18.92,1.779,1.579,0.6,0.6,0.2
18.94,1.78,1.58,0.6,0.6,0.2
18.96,1.78,1.58,0.6,0.6,0.2
18.98,1.776,1.576,0.602,0.6,0.2
19.0,1.777,1.577,0.602,0.6,0.2
19.02,1.778,1.578,0.602,0.6,0.2
19.04,1.778,1.578,0.602,0.6,0.2
19.06,1.779,1.579,0.602,0.6,0.2
19.08,1.779,1.579,0.602,0.6,0.2
19.1,1.779,1.579,0.602,0.6,0.2
